Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada,Month,Year,Periodo de Cobertura
2349571,698028,698028,462166,19708,216154,188523,188523,13486,14283,52260,51994,56500,651259,329783,45863,59364,224556,117952,59480,19994,25045,13433,69641,11473,14846,13548,29774,133883,71494,35170,27219,277411,119010,27262,82169,9579,60685,12309,34895,10593,2888,97716,42632,9369,45715,534350,12,2022,2022-12-01
2363827,703684,703684,466219,20003,217462,188382,188382,13501,14277,52011,52123,56470,651715,329641,45763,59277,224601,118231,59241,19948,25351,13691,70011,11677,14877,13542,29915,133832,71321,35098,27413,279138,119345,27078,82641,9626,61079,12453,35030,10699,2897,98714,42938,9427,46349,540908,1,2023,2023-01-01
2350401,697835,697835,463012,19663,215160,187096,187096,13229,14147,52176,51432,56112,645316,326663,45420,58829,222414,116900,58832,19767,25062,13239,69248,11445,14756,13459,29588,132505,70740,34727,27038,275420,118087,26760,81678,9649,60165,12255,34521,10564,2825,97168,42477,9290,45401,544734,2,2023,2023-02-01
2374802,704825,704825,467431,19788,217606,187785,187785,13298,14250,52318,51715,56204,647739,327611,45451,59038,223122,117508,59075,19827,25163,13443,69460,11506,14774,13463,29717,133160,71112,34976,27072,276509,118266,26973,81661,9632,60637,12378,34683,10743,2833,97606,42685,9268,45653,557944,3,2023,2023-03-01
2331493,695531,695531,461519,19576,214436,185260,185260,13169,13979,51042,51418,55652,627072,320326,44683,58038,217605,109091,54849,18598,23212,12432,67439,11169,14458,13094,28718,130216,69382,34465,26369,271072,114703,24742,80519,9442,59998,12189,34466,10531,2812,96371,42015,9177,45179,552558,4,2023,2023-04-01
2365381,701905,701905,466127,19773,216005,185235,185235,13175,13974,51062,51391,55633,637235,324158,44942,58840,220376,113461,56987,19425,23999,13050,68530,11357,14624,13193,29356,131086,70068,34279,26739,274253,116451,25718,81238,9495,60521,12233,34710,10697,2881,97281,42567,9298,45416,566753,5,2023,2023-05-01
2359216,700847,700847,465563,19531,215753,184774,184774,13204,13946,51372,51120,55132,629729,321468,44349,58127,218992,110833,55760,18825,23465,12783,67486,11278,14445,13152,28611,129942,69467,34187,26288,272428,115310,25493,80364,9453,60066,12138,34411,10675,2842,97052,42559,9224,45269,571438,6,2023,2023-06-01
2360274,700401,700401,465753,19544,215104,184868,184868,13330,13992,51299,50851,55396,627676,320377,44681,57738,217958,110535,55008,18939,23686,12902,67436,11243,14554,13054,28585,129328,69275,33775,26278,271606,114815,25338,80097,9380,60066,12173,34365,10653,2875,96725,42492,9170,45063,575723,7,2023,2023-07-01
2338598,698750,698750,464426,19542,214782,182712,182712,13060,13783,51014,50664,54191,613891,313864,43215,56697,213952,107527,54253,18158,22603,12513,66217,11168,14171,12920,27958,126283,67484,33005,25794,268483,113724,24637,79699,9388,59464,12002,33915,10691,2856,95295,42002,9158,44135,574762,8,2023,2023-08-01
2343244,698169,698169,463906,19628,214635,181622,181622,13001,13743,50675,50181,54022,612758,313195,43191,56677,213327,107604,54300,18148,22662,12494,65855,11107,14129,12788,27831,126104,67525,32876,25703,267728,113315,24630,79385,9300,58955,11907,33667,10563,2818,95458,41989,9140,44329,582967,9,2023,2023-09-01
2349634,699384,699384,465142,19404,214838,180660,180660,12867,13671,50585,50062,53475,609697,311825,42863,56470,212492,106733,53613,18085,22619,12416,65601,11116,14132,12787,27566,125538,67503,32517,25518,268306,113806,24787,79652,9367,59125,12002,33668,10625,2830,95375,42244,9067,44064,591587,10,2023,2023-10-01
2342564,697178,697178,463727,19216,214235,179549,179549,12789,13577,50366,49728,53089,604978,308839,42542,55948,210349,106035,53324,17922,22533,12256,65120,11012,13960,12643,27505,124984,67208,32431,25345,265481,112380,24186,78958,9236,58510,11761,33352,10592,2805,94591,41852,9016,43723,595378,11,2023,2023-11-01
2335559,694770,694770,462114,19207,213449,178305,178305,12751,13462,49916,49556,52620,598478,306015,42302,55062,208651,104621,52593,17721,22295,12012,64178,10950,13604,12542,27082,123664,66487,32001,25176,264609,111906,24253,78481,9172,58184,11718,33108,10569,2789,94519,41887,9016,43616,599397,12,2023,2023-12-01
