Periodo de Cobertura,Total Cotizantes,15-19_cotizantes,20-24_cotizantes,25-29_cotizantes,30-34_cotizantes,35-39_cotizantes,40-44_cotizantes,45-49_cotizantes,50-54_cotizantes,55-59_cotizantes,60-64_cotizantes,65-69_cotizantes,70-74_cotizantes,75-79_cotizantes,80-84_cotizantes,85 y mas_cotizantes,No Especificada,Year,Month,Sexo,Total Afiliados,0-4,5-9,10-14,15-19_nocotizantes,20-24_nocotizantes,25-29_nocotizantes,30-34_nocotizantes,35-39_nocotizantes,40-44_nocotizantes,45-49_nocotizantes,50-54_nocotizantes,55-59_nocotizantes,60-64_nocotizantes,65-69_nocotizantes,70-74_nocotizantes,75-79_nocotizantes,80-84_nocotizantes,85 y mas_nocotizantes,Total Afiliados_afiliados,0-4_afiliados,5-9_afiliados,10-14_afiliados,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y Más
2014-02-01,772005,9821,101878,120292,116629,99749,85760,73874,58699,43656,28189,16372,9013,4621,2183,1267,2,2014,2,M,695147,131927,137700,147151,92604,13809,11195,16933,20590,22268,21476,18869,16378,13789,10365,7889,5826,3648,2730,1467152,131929,137700,147151,102425,115687,131487,133562,120339,108028,95350,77568,60034,41978,26737,16902,10447,5831,3997
2014-03-01,775297,9884,102308,120907,117091,100359,86571,74006,58931,43718,28295,16417,8929,4527,2141,1211,2,2014,3,M,703286,132988,138633,148154,93509,14551,11653,17271,20864,22548,21750,19108,16711,14030,10664,8114,6066,3772,2900,1478583,132990,138633,148154,103393,116859,132560,134362,121223,109119,95756,78039,60429,42325,27081,17043,10593,5913,4111
2014-04-01,786288,9793,103214,122377,118049,101816,87539,75084,60124,44762,29022,16907,9230,4771,2298,1300,2,2014,4,M,708117,134268,139953,149892,94782,13856,11177,16858,20805,22555,21794,19228,16843,14195,10791,8201,6132,3855,2932,1494405,134270,139953,149892,104575,117070,133554,134907,122621,110094,96878,79352,61605,43217,27698,17431,10903,6153,4232
2014-05-01,795163,10199,104810,123947,119050,102952,88510,75776,60790,45178,29352,17093,9211,4751,2280,1262,2,2014,5,M,718777,136804,141450,151271,95876,14515,11674,17382,21162,22904,22160,19609,17097,14452,10996,8315,6190,3913,3007,1513940,136806,141450,151271,106075,119325,135621,136432,124114,111414,97936,80399,62275,43804,28089,17526,10941,6193,4269
2014-06-01,800772,10444,105566,124725,119285,103472,89111,76079,61355,45613,29702,17462,9371,4877,2366,1342,2,2014,6,M,725165,138120,142441,152058,96791,14802,11847,17570,21454,23124,22327,19821,17277,14610,11201,8425,6276,3957,3064,1525937,138122,142441,152058,107235,120368,136572,136855,124926,112235,98406,81176,62890,44312,28663,17796,11153,6323,4406
2014-07-01,801220,10470,105410,124741,119184,103700,88933,76121,61357,45827,29806,17623,9434,4879,2374,1359,2,2014,7,M,727815,138435,143127,152179,96914,14799,12126,17750,21553,23160,22540,19996,17437,14705,11408,8447,6282,3945,3012,1529035,138437,143127,152179,107384,120209,136867,136934,125253,112093,98661,81353,63264,44511,29031,17881,11161,6319,4371
2014-08-01,809296,10932,106857,126200,119924,104699,89774,76782,62031,46348,30165,17677,9378,4870,2331,1326,2,2014,8,M,736353,138590,144918,153675,98319,15054,12469,18182,22046,23544,22954,20258,17661,14956,11670,8583,6373,4039,3062,1545649,138592,144918,153675,109251,121911,138669,138106,126745,113318,99736,82289,64009,45121,29347,17961,11243,6370,4388
2014-09-01,809925,10775,106099,126428,119719,105088,89936,76879,62041,46576,30351,17821,9480,4973,2386,1371,2,2014,9,M,739630,138691,145679,153888,99503,15482,12549,17996,22045,23573,22974,20331,17776,14996,11788,8688,6457,4078,3136,1549555,138693,145679,153888,110278,121581,138977,137715,127133,113509,99853,82372,64352,45347,29609,18168,11430,6464,4507
2014-10-01,813553,10352,105701,127250,120389,106000,90298,77387,62388,46872,30563,17990,9555,5016,2407,1383,2,2014,10,M,745605,138702,147012,154835,100669,15889,12696,18145,22294,23855,23238,20530,18000,15142,11973,8764,6550,4125,3186,1559158,138704,147012,154835,111021,121590,139946,138534,128294,114153,100625,82918,64872,45705,29963,18319,11566,6532,4569
2014-11-01,823254,10888,107083,128977,121459,107258,91135,78373,63083,47398,30947,18167,9615,5060,2437,1374,0,2014,11,M,748685,138030,148038,155511,101184,15772,12779,18330,22358,23975,23349,20647,18252,15407,12186,8841,6636,4161,3229,1571939,138030,148038,155511,112072,122855,141756,139789,129616,115110,101722,83730,65650,46354,30353,18456,11696,6598,4603
2014-12-01,826517,11144,107889,130087,121508,107782,91142,78650,63045,47574,31011,18204,9606,5059,2444,1372,0,2014,12,M,751808,140463,148799,155157,101579,15635,12679,18198,22378,23922,23320,20670,18256,15459,12303,8850,6714,4176,3250,1578325,140463,148799,155157,112723,123524,142766,139706,130160,115064,101970,83715,65830,46470,30507,18456,11773,6620,4622
2015-01-01,828939,11100,108063,130933,121672,107934,91226,78723,63233,47722,31296,18340,9638,5176,2459,1424,0,2015,1,M,755578,140165,149234,154921,101132,16556,13666,18321,22395,23924,23416,20738,18342,15657,12732,9182,7173,4508,3516,1584517,140165,149234,154921,112232,124619,144599,139993,130329,115150,102139,83971,66064,46953,31072,18820,12349,6967,4940
2015-02-01,825181,10953,107130,130798,120955,107693,90803,78353,62937,47532,31196,18220,9614,5149,2445,1403,0,2015,2,M,759087,140288,149408,154779,101084,16951,14269,18631,22558,24146,23650,20873,18543,15944,12930,9388,7317,4689,3639,1584268,140288,149408,154779,112037,124081,145067,139586,130251,114949,102003,83810,66075,47140,31150,19002,12466,7134,5042
2015-03-01,831612,10538,106283,131344,121918,108898,91922,79473,63784,48087,31713,18708,9725,5284,2492,1443,0,2015,3,M,771326,143213,151356,156642,103419,17435,14633,18851,22925,24267,23938,21100,18716,16193,13186,9524,7425,4742,3761,1602938,143213,151356,156642,113957,123718,145977,140769,131823,116189,103411,84884,66803,47906,31894,19249,12709,7234,5204
2015-04-01,848700,11943,110075,133978,123760,110867,93247,80859,64757,48748,32328,19084,9799,5321,2467,1467,0,2015,4,M,777028,145147,152326,157692,104353,17066,14438,18761,22915,24431,24173,21321,18835,16362,13441,9589,7528,4794,3856,1625728,145147,152326,157692,116296,127141,148416,142521,133782,117678,105032,86078,67583,48690,32525,19388,12849,7261,5323
2015-05-01,856419,12077,111247,135269,124673,111898,94067,81531,65347,49040,32785,19267,9897,5389,2458,1474,0,2015,5,M,785027,146374,153347,158401,105397,17754,15091,19161,23276,24795,24576,21555,19068,16645,13641,9585,7564,4830,3967,1641446,146374,153347,158401,117474,129001,150360,143834,135174,118862,106107,86902,68108,49430,32908,19482,12953,7288,5441
2015-06-01,861430,12474,111950,136284,125342,112320,94350,81973,65664,49190,33128,19427,9954,5427,2456,1491,0,2015,6,M,787651,146751,153662,158640,105975,17767,15188,19253,23428,24825,24757,21751,19143,16756,13717,9612,7589,4848,3989,1649081,146751,153662,158640,118449,129717,151472,144595,135748,119175,106730,87415,68333,49884,33144,19566,13016,7304,5480
2015-07-01,862681,12436,112018,136883,125428,112531,94241,81924,65796,49306,33160,19574,9957,5458,2464,1505,0,2015,7,M,787892,145586,153609,158440,106134,17920,15307,19339,23602,24989,24802,21950,19244,16874,13896,9655,7621,4896,4028,1650573,145586,153609,158440,118570,129938,152190,144767,136133,119230,106726,87746,68550,50034,33470,19612,13079,7360,5533
2015-08-01,864874,13001,112863,137490,125529,112757,94521,81817,65876,49140,33035,19579,9915,5375,2463,1513,0,2015,8,M,793281,148168,153997,158453,106699,17919,15567,19549,23702,25090,24995,22254,19503,16963,14089,9749,7635,4872,4077,1658155,148168,153997,158453,119700,130782,153057,145078,136459,119611,106812,88130,68643,49998,33668,19664,13010,7335,5590
2015-09-01,859767,12537,111253,136898,124760,112352,94288,81383,65803,48947,32979,19426,9866,5333,2424,1518,0,2015,9,M,794916,147799,153763,157805,108466,18379,15807,19803,23850,25105,24911,22270,19436,17025,14053,9781,7678,4870,4115,1654683,147799,153763,157805,121003,129632,152705,144563,136202,119393,106294,88073,68383,50004,33479,19647,13011,7294,5633
2015-10-01,872559,12835,112659,139136,126233,114059,95681,82457,66905,49569,33623,19794,10103,5450,2487,1568,0,2015,10,M,801182,148107,155182,158856,110137,18608,15811,19707,23987,25342,25036,22422,19625,17353,14270,9909,7736,4911,4183,1673741,148107,155182,158856,122972,131267,154947,145940,138046,121023,107493,89327,69194,50976,34064,20012,13186,7398,5751
2015-11-01,878768,13041,113877,140818,126989,114974,96313,82786,67380,49635,33627,19822,10119,5390,2436,1561,0,2015,11,M,803454,149106,156129,159114,110289,18235,15702,19728,23980,25191,25100,22592,19601,17418,14395,9958,7730,4965,4221,1682222,149106,156129,159114,123330,132112,156520,146717,138954,121504,107886,89972,69236,51045,34217,20077,13120,7401,5782
2015-12-01,877028,12850,113263,140975,126805,114758,96120,82607,67397,49358,33624,19803,10117,5361,2426,1564,0,2015,12,M,797783,145428,155244,157945,110132,18233,15766,19652,23942,25287,25095,22667,19575,17397,14412,10036,7736,4974,4262,1674811,145428,155244,157945,122982,131496,156741,146457,138700,121407,107702,90064,68933,51021,34215,20153,13097,7400,5826
2016-01-01,881154,12783,113549,141403,126908,115157,96482,83161,67789,49690,34233,20103,10308,5475,2510,1603,0,2016,1,M,805534,149282,157049,158835,111080,18048,15819,19575,23874,25172,25177,22785,19586,17585,14436,10091,7807,5020,4313,1686688,149282,157049,158835,123863,131597,157222,146483,139031,121654,108338,90574,69276,51818,34539,20399,13282,7530,5916
2016-02-01,880343,12859,113177,141633,126798,114907,96383,83195,67738,49523,34257,19970,10286,5485,2527,1604,1,2016,2,M,813083,151148,157950,158935,111365,18641,16364,20122,24434,25592,25739,23083,19808,17887,14597,10237,7814,5043,4324,1693426,151148,157950,158936,124224,131818,157997,146920,139341,121975,108934,90821,69331,52144,34567,20523,13299,7570,5928
2016-03-01,919680,13205,119289,149100,132408,120083,100691,87276,70503,50913,35171,20557,10623,5649,2571,1641,0,2016,3,M,825251,154854,161746,162044,113974,18799,16241,19826,24014,25154,25476,23075,19867,17912,14672,10309,7858,5074,4356,1744931,154854,161746,162044,127179,138088,165341,152234,144097,125845,112752,93578,70780,53083,35229,20932,13507,7645,5997
2016-04-01,920837,13829,119551,149038,132138,120077,100768,87381,70806,51049,35289,20450,10659,5598,2577,1627,0,2016,4,M,829784,155477,162339,161854,114788,19107,16558,20179,24288,25430,25680,23251,20008,18179,14816,10405,7911,5126,4388,1750621,155477,162339,161854,128617,138658,165596,152317,144365,126198,113061,94057,71057,53468,35266,21064,13509,7703,6015
2016-05-01,928241,13880,121093,150646,133317,120848,101445,87629,71145,51449,35560,20616,10731,5623,2618,1641,0,2016,5,M,836672,158692,164315,163037,116099,18764,16229,19881,24159,25361,25639,23254,20090,18194,14887,10506,7975,5146,4444,1764913,158692,164315,163037,129979,139857,166875,153198,145007,126806,113268,94399,71539,53754,35503,21237,13598,7764,6085
2016-06-01,924360,13923,120517,150703,133122,120874,101107,87165,70647,50985,34983,20188,10539,5462,2554,1590,1,2016,6,M,838362,157512,165010,162991,115604,19154,16628,20096,24397,25559,25789,23428,20300,18379,15072,10678,8057,5219,4489,1762722,157513,165010,162991,129527,139671,167331,153218,145271,126666,112954,94075,71285,53362,35260,21217,13519,7773,6079
2016-07-01,932690,14867,122766,151582,133585,121383,101599,87515,71145,51555,35507,20454,10907,5547,2634,1643,1,2016,7,M,849661,161618,167178,164249,116312,19233,16856,20358,24593,25842,26051,23779,20630,18694,15270,10907,8204,5302,4585,1782351,161619,167178,164249,131179,141999,168438,153943,145976,127441,113566,94924,72185,54201,35724,21814,13751,7936,6228
2016-08-01,930008,14848,122754,151174,133300,121246,101276,86909,70960,51428,35313,20254,10823,5508,2591,1623,1,2016,8,M,851353,159237,167703,163905,117992,19540,17138,20765,24886,25973,26122,23966,20709,18860,15318,11054,8208,5393,4584,1781361,159238,167703,163905,132840,142294,168312,154065,146132,127249,113031,94926,72137,54173,35572,21877,13716,7984,6207
2016-09-01,933536,14624,122815,152255,134122,121879,101537,87066,71246,51576,35368,20376,10902,5517,2625,1627,1,2016,9,M,860460,160882,170186,165172,119593,19859,17215,20649,24984,26251,26437,24218,20976,19135,15429,11255,8197,5430,4592,1793996,160883,170186,165172,134217,142674,169470,154771,146863,127788,113503,95464,72552,54503,35805,22157,13714,8055,6219
2016-10-01,940239,15265,124021,153218,134442,122564,101959,87644,72171,51865,35591,20549,11045,5612,2632,1660,1,2016,10,M,863660,160709,170717,165416,119937,20126,17481,20902,25202,26387,26599,24463,21146,19303,15584,11409,8182,5510,4587,1803899,160710,170717,165416,135202,144147,170699,155344,147766,128346,114243,96634,73011,54894,36133,22454,13794,8142,6247
2016-11-01,939113,15139,123914,153564,134490,122716,101895,87203,72009,51770,35475,20249,10965,5521,2595,1606,2,2016,11,M,860812,160373,170405,164547,119623,19997,17289,20525,24957,26221,26266,24484,21057,19396,15907,11515,8201,5492,4557,1799925,160375,170405,164547,134762,143911,170853,155015,147673,128116,113469,96493,72827,54871,36156,22480,13722,8087,6163
2016-12-01,946224,15192,125188,155210,135237,124018,102335,87487,72582,52187,35650,20355,11033,5536,2605,1607,2,2016,12,M,863026,161134,171692,165183,120138,19664,17127,20403,25007,26287,26233,24448,21044,19209,15767,11496,8192,5473,4529,1809250,161136,171692,165183,135330,144852,172337,155640,149025,128622,113720,97030,73231,54859,36122,22529,13728,8078,6136
2017-01-01,953382,15507,125413,156010,135741,125937,102822,88103,73333,52666,35941,20674,11205,5685,2679,1660,6,2017,1,M,860320,159974,171851,165265,119708,19588,17025,20220,24789,26028,26083,24381,20978,19082,15664,11464,8134,5506,4580,1813702,159978,171852,165266,135215,145001,173035,155961,150726,128850,114186,97714,73644,55023,36338,22669,13819,8185,6240
2017-02-01,953360,15194,124465,156134,136060,126287,102955,87835,73275,52793,36103,20895,11255,5725,2703,1674,7,2017,2,M,873615,162718,174230,166882,120855,20011,17740,20749,25226,26720,26945,25277,21288,19261,15815,11594,8160,5560,4584,1826975,162723,174231,166883,136049,144476,173874,156809,151513,129675,114780,98552,74081,55364,36710,22849,13885,8263,6258
2017-03-01,960358,15249,124253,156820,136923,127404,104053,88734,74176,53470,36519,21165,11387,5792,2728,1679,6,2017,3,M,879425,164078,175936,168027,121853,20382,18009,20926,25356,26464,26463,25028,21383,19340,15978,11778,8211,5611,4602,1839783,164082,175937,168028,137102,144635,174829,157849,152760,130517,115197,99204,74853,55859,37143,23165,14003,8339,6281
2017-04-01,1001660,16511,130030,163485,142836,133347,109076,92599,77570,55256,37188,21654,11673,5879,2812,1743,1,2017,4,M,886725,166680,178698,169863,123637,20139,17723,20561,24872,26022,26165,24916,21285,19471,16040,11929,8311,5710,4703,1888385,166681,178698,169863,140148,150169,181208,163397,158219,135098,118764,102486,76541,56659,37694,23602,14190,8522,6446
2017-05-01,1017934,17506,132923,166075,144980,135133,110611,94171,78714,55935,37697,21910,11806,5953,2799,1718,3,2017,5,M,897731,168781,180933,171699,125520,20280,17956,20858,25113,26214,26433,25200,21533,19625,16302,12149,8418,5888,4829,1915665,168784,180933,171699,143026,153203,184031,165838,160246,136825,120604,103914,77468,57322,38212,23955,14371,8687,6547
2017-06-01,1019148,17855,133658,166352,145071,134885,110559,93948,78671,56111,37749,21933,11836,5983,2793,1738,6,2017,6,M,904500,170403,183018,173286,126842,20324,17828,20903,25147,26138,26537,25298,21587,19759,16267,12056,8445,5845,4817,1923648,170409,183018,173286,144697,153982,184180,165974,160032,136697,120485,103969,77698,57508,38200,23892,14428,8638,6555
2017-07-01,1027036,18025,134203,167761,146378,135712,111406,94641,79377,56617,38152,22191,11978,6022,2825,1742,6,2017,7,M,914416,172246,185184,174326,128346,20918,18184,21449,25508,26457,26716,25610,21759,19917,16448,12123,8510,5874,4841,1941452,172252,185184,174326,146371,155121,185945,167827,161220,137863,121357,104987,78376,58069,38639,24101,14532,8699,6583
2017-08-01,1023249,18072,133855,167765,145823,134990,110788,94347,78911,56232,37915,22081,11863,6065,2783,1752,7,2017,8,M,917839,172014,185616,173877,129100,20579,18337,21559,25894,26897,27148,26005,22392,20267,16696,12143,8623,5855,4837,1941088,172021,185616,173877,147172,154434,186102,167382,160884,137685,121495,104916,78624,58182,38777,24006,14688,8638,6589
2017-09-01,1025763,18269,134283,168691,146455,134851,111308,94310,79131,56273,37763,22063,11794,6099,2739,1726,8,2017,9,M,920033,172098,186905,173700,129723,20912,18667,21506,26464,26709,27070,25896,22061,20066,16628,12140,8708,5895,4885,1945796,172105,186906,173700,147992,155195,187358,167961,161315,138017,121380,105027,78334,57829,38691,23934,14807,8634,6611
2017-10-01,1026899,17626,132731,168698,146242,135146,111615,94813,79765,56918,38125,22434,11954,6258,2803,1762,9,2017,10,M,919058,171736,187049,173646,130473,20804,18301,21320,25727,26485,26959,25828,21976,20092,16700,12175,8863,5986,4938,1945957,171744,187050,173646,148099,153535,186999,167562,160873,138100,121772,105593,78894,58217,39134,24129,15121,8789,6700
2017-11-01,1032137,17134,132592,170575,147141,135931,112005,95464,80455,57322,38066,22556,12022,6323,2774,1767,10,2017,11,M,925968,173294,188465,174197,130989,20626,18387,21402,26041,26641,27251,26213,22467,20545,17042,12400,9004,6036,4968,1958105,173303,188466,174197,148123,153218,188962,168543,161972,138646,122715,106668,79789,58611,39598,24422,15327,8810,6735
2017-12-01,1045669,18032,135120,173024,148437,137452,113185,96446,81358,58110,38460,22821,12166,6417,2839,1792,10,2017,12,M,931497,174656,190114,174969,131583,20704,18544,21588,26236,26770,27400,26325,22416,20398,17042,12484,9152,6095,5021,1977166,174665,190115,174969,149615,155824,191568,170025,163688,139955,123846,107683,80526,58858,39863,24650,15569,8934,6813
2018-01-01,1042568,17652,134545,172649,148042,137657,112534,95873,80923,58022,38519,22856,12146,6483,2852,1806,9,2018,1,M,933240,174885,190900,175502,132380,20522,18283,21467,26040,26827,27349,26315,22438,20410,17003,12534,9168,6138,5079,1975808,174893,190901,175502,150032,155067,190932,169509,163697,139361,123222,107238,80460,58929,39859,24680,15651,8990,6885
2018-02-01,1041662,17326,133611,172955,148394,137973,112602,95483,80735,58217,38573,22712,12049,6416,2837,1773,6,2018,2,M,938523,176627,191904,175627,132575,20796,18712,21741,26187,27093,27390,26462,22662,20554,17159,12645,9216,6098,5075,1980185,176632,191905,175627,149901,154407,191667,170135,164160,139695,122873,107197,80879,59127,39871,24694,15632,8935,6848
2018-03-01,1052545,17850,134771,174514,149253,139181,113778,96655,81622,58937,39117,23077,12377,6625,2933,1849,6,2018,3,M,929777,174934,192064,175461,133412,18905,16791,20261,25130,26342,26758,26257,22601,20479,17128,12680,9279,6143,5152,1982322,174939,192065,175461,151262,153676,191305,169514,164311,140120,123413,107879,81538,59596,40205,25057,15904,9076,7001
2018-04-01,1062242,18320,135936,176337,150399,140177,114663,97386,82293,59607,39597,23326,12604,6715,3008,1868,6,2018,4,M,956118,180309,195277,177812,136275,21203,19082,22043,26486,27426,27724,26903,23126,21049,17536,12950,9416,6248,5253,2018360,180314,195278,177812,154595,157139,195419,172442,166663,142089,125110,109196,82733,60646,40862,25554,16131,9256,7121
2018-05-01,1062965,18351,135643,176771,150318,140290,114663,97701,82168,59751,39686,23344,12737,6661,3010,1864,7,2018,5,M,959629,180961,196040,177980,137188,21061,19150,22018,26522,27402,27787,27195,23388,21266,17595,13080,9417,6335,5244,2022594,180967,196041,177980,155539,156704,195921,172336,166812,142065,125488,109363,83139,60952,40939,25817,16078,9345,7108
2018-06-01,1071187,19108,137062,177915,151345,140998,115116,98311,82714,60462,40029,23604,12848,6764,3050,1854,7,2018,6,M,968746,183459,197454,179315,138115,21493,19648,22379,26905,27726,28027,27183,23509,21465,17717,13249,9468,6347,5287,2039933,183465,197455,179315,157223,158555,197563,173724,167903,142842,126338,109897,83971,61494,41321,26097,16232,9397,7141
2018-07-01,1074280,19516,137099,178081,151475,141301,115464,98768,82931,60829,40237,23786,12954,6827,3100,1906,6,2018,7,M,976001,184367,198827,179938,139268,21761,20116,22795,27167,27877,28431,27359,23842,21579,17911,13464,9576,6391,5332,2050281,184372,198828,179938,158784,158860,198197,174270,168468,143341,127199,110290,84671,61816,41697,26418,16403,9491,7238
2018-08-01,1076824,19686,137155,178314,151613,141495,116008,98989,83007,61215,40440,24041,12980,6868,3078,1929,6,2018,8,M,961549,183099,197900,179717,138581,19231,17500,21000,25668,26817,27680,26859,23510,21413,17818,13488,9520,6400,5348,2038373,183104,197901,179717,158267,156386,195814,172613,167163,142825,126669,109866,84725,61853,41859,26468,16388,9478,7277
2018-09-01,1081088,19763,137559,178750,152137,141080,116601,100162,83415,61747,40583,24245,13086,6926,3097,1931,6,2018,9,M,983893,184782,200009,181596,140091,21930,20328,22977,28066,28159,28674,27596,24153,21999,18172,13773,9671,6468,5449,2064981,184787,200010,181596,159854,159489,199078,175114,169146,144760,128836,111011,85900,62582,42417,26859,16597,9565,7380
2018-10-01,1078899,19351,136115,178969,151840,141605,116530,99600,83182,62009,40568,24251,13032,6859,3084,1898,6,2018,10,M,988540,184662,201521,183396,141851,21948,20158,23110,27400,28199,28731,27619,24168,21933,18271,13901,9711,6492,5469,2067439,184667,201522,183396,161202,158063,199127,174950,169005,144729,128331,110801,86177,62501,42522,26933,16570,9576,7367
2018-11-01,1090987,19365,138029,180650,153463,142559,117848,100477,84080,62969,41195,24836,13345,7026,3176,1964,5,2018,11,M,997168,186629,203761,185191,142436,21768,20273,23310,27471,28496,28858,27889,24440,22255,18422,14082,9813,6563,5511,2088155,186633,203762,185191,161801,159797,200923,176773,170030,146344,129335,111969,87409,63450,43258,27427,16839,9739,7475
2018-12-01,1096077,19566,139139,181511,154358,143164,118154,100812,84075,63268,41386,24927,13463,7096,3170,1983,5,2018,12,M,1000103,186797,204754,185923,142539,21790,20199,23343,27477,28513,28866,28042,24613,22315,18662,14221,9882,6632,5535,2096180,186801,204755,185923,162105,160929,201710,177701,170641,146667,129678,112117,87881,63701,43589,27684,16978,9802,7518
2019-01-01,1097823,19070,139190,181404,155170,143198,118241,100897,84166,63533,41811,25185,13589,7153,3209,2001,6,2019,1,M,999322,185942,205111,186174,142291,21761,20165,23344,27262,28442,28850,28005,24594,22290,18723,14269,9925,6627,5547,2097145,185947,205112,186174,161361,160951,201569,178514,170460,146683,129747,112171,88127,64101,43908,27858,17078,9836,7548
2019-02-01,1100072,19685,138952,181602,154584,143677,118656,101303,84423,63930,41897,25308,13609,7184,3243,2014,5,2019,2,M,1006102,187004,206104,187086,142282,22194,20608,23788,27490,28773,29163,28344,24883,22580,19017,14477,10063,6655,5591,2106174,187009,206104,187086,161967,161146,202210,178372,171167,147429,130466,112767,88813,64477,44325,28086,17247,9898,7605
2019-03-01,1107283,19802,138840,183056,155474,144913,119386,102115,84804,64359,42318,25698,13862,7301,3297,2053,5,2019,3,M,1014560,187603,207563,188132,143278,23069,21392,24323,27970,29150,29463,28553,25145,22699,19167,14541,10120,6755,5637,2121843,187607,207564,188132,163080,161909,204448,179797,172883,148536,131578,113357,89504,65017,44865,28403,17421,10052,7690
2019-04-01,1113223,20286,139759,183483,156742,144405,120076,102713,85669,64857,42566,25957,13989,7338,3317,2061,5,2019,4,M,1016379,188635,208464,188484,143725,22535,20850,24062,27849,29053,29462,28484,25229,22794,19360,14689,10192,6764,5748,2129602,188639,208465,188484,164011,162294,204333,180804,172254,149129,132175,114153,90086,65360,45317,28678,17530,10081,7809
2019-05-01,1112582,20021,138936,183137,156789,144368,120498,102724,85356,65131,42612,26122,14126,7348,3317,2092,5,2019,5,M,1013348,185992,207849,187793,144210,22450,20921,24026,27647,29002,29481,28511,25370,22838,19502,14832,10283,6818,5823,2125930,185996,207850,187793,164231,161386,204058,180815,172015,149500,132205,113867,90501,65450,45624,28958,17631,10135,7915
2019-06-01,1116985,20054,138850,184139,157381,145329,120965,103284,85460,65376,42792,26193,14291,7364,3354,2148,5,2019,6,M,1016771,187258,208736,188144,142673,22828,21087,24352,27955,29284,29557,28711,25638,22999,19600,15018,10282,6834,5815,2133756,187262,208737,188144,162727,161678,205226,181733,173284,150249,132841,114171,91014,65791,45793,29309,17646,10188,7963
2019-07-01,1117821,19928,138580,183470,157960,144283,121578,103655,86271,65611,42924,26346,14352,7385,3333,2140,5,2019,7,M,1022201,188247,209561,188988,143505,23285,21305,24559,28575,29343,29678,28702,25609,23030,19652,15175,10271,6881,5835,2140022,188251,209562,188988,163433,161865,204775,182519,172858,150921,133333,114973,91220,65954,45998,29527,17656,10214,7975
2019-08-01,1119657,20596,138974,183309,158459,143553,121945,103718,86145,65858,43177,26582,14424,7386,3372,2154,5,2019,8,M,1027943,189136,210175,189925,144031,23064,21585,24940,29027,29723,29995,29343,25706,23066,19773,15266,10355,6939,5894,2147600,189140,210175,189926,164627,162038,204894,183399,172580,151668,133713,115488,91564,66243,46355,29690,17741,10311,8048
2019-09-01,1122946,20100,138233,183457,159256,143772,122845,103984,86531,66460,43657,26915,14605,7504,3441,2181,5,2019,9,M,1031259,189417,211088,191323,144918,23688,21618,25098,28388,29837,29962,28792,25661,23132,19774,15329,10361,6974,5899,2154205,189421,211088,191324,165018,161921,205075,184354,172160,152682,133946,115323,92121,66789,46689,29934,17865,10415,8080
2019-10-01,1125106,19346,137290,183103,159603,143822,123641,104433,87454,67066,44105,27192,14790,7562,3469,2225,5,2019,10,M,1031535,188367,211478,191887,144659,23817,21615,25094,28345,29875,29870,28811,25706,23311,19902,15455,10414,7009,5920,2156641,188371,211478,191888,164005,161107,204718,184697,172167,153516,134303,116265,92772,67416,47094,30245,17976,10478,8145
2019-11-01,1127204,19104,138323,183754,160512,143622,124014,104282,87094,66758,44217,27382,14842,7562,3489,2244,5,2019,11,M,1035195,189479,212320,193050,144607,23705,21414,25078,28417,29924,29918,29038,25848,23421,19885,15619,10459,7053,5960,2162399,189483,212320,193051,163711,162028,205168,185590,172039,153938,134200,116132,92606,67638,47267,30461,18021,10542,8204
2019-12-01,1098627,18920,136715,181157,158184,140256,121112,101078,84246,63933,42144,25586,13532,6688,3135,1937,4,2019,12,M,1027763,186861,208527,190451,141780,24006,21938,25677,28780,30378,30288,29472,26261,23762,20129,15871,10539,7088,5955,2126390,186864,208527,190452,160700,160721,203095,183861,169036,151490,131366,113718,90194,65906,45715,29403,17227,10223,7892
2020-01-01,1116787,19023,137311,182151,159986,140496,124621,102446,85665,65838,43936,27318,14798,7389,3591,2213,5,2020,1,M,1028769,187580,209958,192815,142171,23658,20994,25098,28068,30165,30123,29301,25988,23647,19909,15772,10376,7101,6045,2145556,187583,209959,192816,161194,160969,203145,185084,168564,154786,132569,114966,91826,67583,47227,30570,17765,10692,8258
2020-02-01,1114672,18537,136206,181364,160146,140185,125186,102641,85605,65747,43930,27242,14789,7318,3605,2166,5,2020,2,M,1030531,188434,210298,193407,141794,23901,21243,25342,28200,30125,29783,29034,26016,23624,20059,15863,10322,7037,6049,2145203,188437,210299,193408,160331,160107,202607,185488,168385,155311,132424,114639,91763,67554,47301,30652,17640,10642,8215
2020-03-01,1121832,18640,136648,182004,161487,141074,126147,103387,86685,66210,44157,27526,14859,7189,3639,2176,4,2020,3,M,1035448,189939,210832,194315,142525,24770,21573,25480,28236,30037,29810,29154,25912,23563,20020,15912,10283,7022,6065,2157280,189941,210833,194316,161165,161418,203577,186967,169310,156184,133197,115839,92122,67720,47546,30771,17472,10661,8241
2020-04-01,1023253,16269,123060,165841,148297,129353,116056,94324,79059,60403,40047,25125,13605,6557,3292,1960,5,2020,4,M,977748,175777,197642,182487,135444,24524,21090,24673,27171,29066,28636,28035,24836,22412,18966,15039,9624,6563,5763,2001001,175780,197643,182488,151713,147584,186931,172970,156524,145122,122960,107094,85239,62459,44091,28644,16181,9855,7723
