Periodo de Cobertura,SFS,Tasa_Dep_Regimen_Subsidiado,RC_Tasa_Dependencia,RC_Tasa_Dependencia_Directa,Year,Month
2012-06-01,1.0810482372722043,1.0093320547442939,1.1475790916197062,1.0598236157944485,2012,6
2012-07-01,1.092115659722733,1.0109041071001172,1.1718376453882222,1.079914216232717,2012,7
2012-08-01,1.065519601844989,0.9676408637966747,1.1570984640843556,1.0682638268827387,2012,8
2012-09-01,1.0697463729983185,0.971379809128638,1.1607326206805453,1.0704759635683208,2012,9
2012-10-01,1.0709459232117682,0.9718378289424994,1.1635492387108322,1.073180573804168,2012,10
2012-11-01,1.0641257702601896,0.9609729497807282,1.1616434460039802,1.0709951931895034,2012,11
2012-12-01,1.0619702834105094,0.9552400597602798,1.163136551258016,1.0721321500124716,2012,12
2013-01-01,1.0610820926858748,0.9484810343841181,1.1689664790058492,1.077132787762709,2013,1
2013-02-01,1.0569264775748821,0.9407927881038411,1.1683990652013267,1.0759680042016302,2013,2
2013-03-01,1.055226478365263,0.9353829459419162,1.1700084493298055,1.076310538654692,2013,3
2013-04-01,1.0536822315153238,0.930046117391965,1.1726970277240591,1.0780378582915224,2013,4
2013-05-01,1.0630483155633552,0.9443697061109428,1.175857999464704,1.080169166018416,2013,5
2013-06-01,1.071238025488325,0.9547023146714458,1.1811540669514509,1.0844641965181143,2013,6
2013-07-01,1.0547149200640433,0.9273913333531595,1.1773579296254115,1.07972555629278,2013,7
2013-08-01,1.0509927377569228,0.9131918491186207,1.185082615939483,1.0869944958586315,2013,8
2013-09-01,1.0316802506880962,0.8772267580705774,1.188092907059181,1.0891451396582892,2013,9
2013-10-01,1.0369329663112332,0.8819560862230382,1.194554991232378,1.0944170493681,2013,10
2013-11-01,0.9906459648244244,0.8040675198202816,1.199217964268952,1.0987541067542774,2013,11
2013-12-01,0.9579913986956721,0.7546927258524765,1.1997438539740168,1.099067394916055,2013,12
2014-01-01,0.9612989319205795,0.7615904848498479,1.1965126311168965,1.0975570254438676,2014,1
2014-02-01,0.9596403054052519,0.757778926259989,1.1985014479804246,1.0993115762085213,2014,2
2014-03-01,0.9630277923979993,0.7601220304127276,1.2003540542283313,1.099141182310185,2014,3
2014-04-01,0.9700355723819444,0.7684033777668066,1.2027538373873714,1.100537768439047,2014,4
2014-05-01,0.9776687632724893,0.7793087565333061,1.2030545519582425,1.100800507821462,2014,5
2014-06-01,0.9813429155410404,0.7824302299324314,1.2050381462765087,1.1020362871685168,2014,6
2014-07-01,0.9854815008931928,0.7869498285179797,1.2076280795194874,1.104701482123233,2014,7
2014-08-01,0.9884027577457356,0.7905621939198649,1.206724972770115,1.1036497032571615,2014,8
2014-09-01,0.9902710203569011,0.7888206872926841,1.212958405517285,1.1084724498616438,2014,9
2014-10-01,0.9810820851224468,0.7762845854748827,1.2147727678412052,1.1097390310949269,2014,10
2014-11-01,0.9574334558055647,0.7401468797274762,1.2068877461043037,1.1017529751197455,2014,11
2014-12-01,0.9132574109750793,0.6798253578681984,1.2077511655068989,1.1022884272930302,2014,12
2015-01-01,0.9165954781378575,0.6801704479605759,1.2127241655218648,1.0997390623213987,2015,1
2015-02-01,0.9211939035957656,0.6845763634425135,1.2173199780048611,1.1017064491685458,2015,2
2015-03-01,0.9218027912080249,0.6786211080488503,1.2281169513009695,1.1115163592095594,2015,3
2015-04-01,0.9166197964513875,0.6743958979567055,1.2169095886736603,1.1015920566180137,2015,4
2015-05-01,0.9147336276615765,0.6704164899970884,1.2135088080320153,1.0985603348839224,2015,5
2015-06-01,0.9070563992408339,0.6604049979867946,1.211393623609877,1.096454344723591,2015,6
2015-07-01,0.9036845298184112,0.6579077124586287,1.2087063294761384,1.0934687415406255,2015,7
2015-08-01,0.9043298859525776,0.6578404994739656,1.2102635594405173,1.0952149368411266,2015,8
2015-09-01,0.8460254994083038,0.5645542025400025,1.2182461450503623,1.1018513847550824,2015,9
2015-10-01,0.8489019079238167,0.569655182252221,1.2124230712854516,1.0964411992356706,2015,10
2015-11-01,0.8401909699721624,0.5586120286437357,1.210325447395399,1.0943464516575634,2015,11
2015-12-01,0.8098503155908142,0.5324974996593069,1.2065030251698892,1.089700019951983,2015,12
2016-01-01,0.8164408486220625,0.5367358611082893,1.2131613263172576,1.0964723561092624,2016,1
2016-02-01,0.8191679355637461,0.5363164008613202,1.2143586264988473,1.0982938167256868,2016,2
2016-03-01,0.8161670351000162,0.5337221373016862,1.1998757599687684,1.085760591875948,2016,3
2016-04-01,0.8141661097174359,0.5307353847410311,1.2012043390677682,1.0865000091881072,2016,4
2016-05-01,0.8181860711306914,0.5299542846595049,1.2103958787063338,1.095036385701691,2016,5
2016-06-01,0.8190740816431753,0.5316606354301544,1.2112388876326,1.0950493511021726,2016,6
2016-07-01,0.8293286992292949,0.5443008372252096,1.2154004680087591,1.0984107985070797,2016,7
2016-08-01,0.8322243064941734,0.5470443127254029,1.2180816556527583,1.1008062519469954,2016,8
2016-09-01,0.8323907814717801,0.5426484637487827,1.224907176866291,1.107213683533956,2016,9
2016-10-01,0.8315262921714146,0.5432859616735856,1.218644617741434,1.10134901675218,2016,10
2016-11-01,0.8316653809138569,0.5449505333911135,1.2174644224750828,1.0998490735048632,2016,11
2016-12-01,0.83136423828474,0.5431693666587212,1.217296115875456,1.0998623176326041,2016,12
2017-01-01,0.8272148341645941,0.5392045973490883,1.2108774773700812,1.0935933257178252,2017,1
2017-02-01,0.8179327006469207,0.5243145102126974,1.2169267512514945,1.0998174362173518,2017,2
2017-03-01,0.817901401689136,0.5207420087816182,1.2171363276765153,1.10047667359425,2017,3
2017-04-01,0.8160601414251797,0.5205861271871208,1.1983213399569548,1.083012203238359,2017,4
2017-05-01,0.8173669510831775,0.5199229892267331,1.1949883019690475,1.080188912301097,2017,5
2017-06-01,0.8203588890143262,0.5175157604340842,1.2053719957321736,1.0901592876102206,2017,6
2017-07-01,0.8236579384518071,0.5180639907243816,1.206553245261874,1.091646047737529,2017,7
2017-08-01,0.8231467219334226,0.514976913058921,1.2110805138718717,1.0967839393955148,2017,8
2017-09-01,0.7984482819593303,0.4866264158846496,1.214360084864911,1.0993740173931512,2017,9
2017-10-01,0.7888305823235696,0.47371462956726756,1.2170735409285631,1.1010576749388117,2017,10
2017-11-01,0.776109867290359,0.4590375768214117,1.2172384418181235,1.1013430467463736,2017,11
2017-12-01,0.7760531045905515,0.46061711250912196,1.2097518964348666,1.0945139991064943,2017,12
2018-01-01,0.7822455473809149,0.46534957037769675,1.2198052568806503,1.1035585686062075,2018,1
2018-02-01,0.7855704181415091,0.46604107239285875,1.224257386590257,1.1077117316617573,2018,2
2018-03-01,0.7840495110396141,0.46603032581989806,1.2225506730405413,1.1049425891795026,2018,3
2018-04-01,0.7857008785020847,0.4627056399157294,1.223924366339942,1.1070426259357005,2018,4
2018-05-01,0.7823700905704098,0.4567783369880701,1.2273072548236104,1.1099656644658709,2018,5
2018-06-01,0.7810564585425844,0.45280348133219284,1.227528584916136,1.1103222801860415,2018,6
2018-07-01,0.7789062318050762,0.447914141756917,1.2294654110877212,1.1119055632177839,2018,7
2018-08-01,0.7776153723540434,0.4444485217914483,1.2353261191727039,1.116555617787986,2018,8
2018-09-01,0.771668337308893,0.4364904779341152,1.2300268058451922,1.1121051134238364,2018,9
2018-10-01,0.7716167272759095,0.43196048279521565,1.237832864161698,1.1192579292920461,2018,10
2018-11-01,0.7719586925356542,0.4299630309227775,1.2362609500455193,1.1180907402241582,2018,11
2018-12-01,0.7629399987346241,0.4194451218986213,1.2340962665090496,1.1159238210587628,2018,12
2019-01-01,0.7592990263979075,0.4146688287291868,1.233574296325359,1.1151650820438679,2019,1
2019-02-01,0.7554254635810443,0.40890144548280805,1.2332097816945264,1.1151726691220059,2019,2
2019-03-01,0.7547751808432707,0.40732974987591397,1.2292459494565093,1.111493087591794,2019,3
2019-04-01,0.7563277790086538,0.40673644857486685,1.2311924560080854,1.1129712683545092,2019,4
2019-05-01,0.753633206223795,0.40450754530129984,1.2291840765883266,1.1107062230658271,2019,5
2019-06-01,0.7504189855294038,0.4000137329119321,1.2251386964738826,1.1073302584305802,2019,6
2019-07-01,0.7448719523599255,0.39235572021105886,1.22785692627771,1.1102393060345326,2019,7
2019-08-01,0.7433461049622171,0.3892970500391256,1.2271313363152618,1.1101142329717444,2019,8
2019-09-01,0.7396836933160389,0.38362135643620154,1.2303607178392895,1.113266454392833,2019,9
2019-10-01,0.7369510126180779,0.38033149838097985,1.2285476454403088,1.1113593492959093,2019,10
2019-11-01,0.7350400803762325,0.37648328344061766,1.231212289288277,1.1137491782703284,2019,11
2019-12-01,0.7226095394297338,0.3666617397928439,1.2357235834083216,1.1167390819316423,2019,12
2020-01-01,0.7215822665510574,0.36311534764486836,1.2347333442283597,1.1159429854886629,2020,1
2020-02-01,0.7199922089095763,0.36038317715782325,1.2368328944210811,1.1176422814494689,2020,2
2020-03-01,0.7194153378826376,0.35859841821380284,1.2369673929363874,1.1178090747568443,2020,3
2020-04-01,0.7090051312464603,0.3581597132114862,1.2529143732986125,1.1315465787693855,2020,4
2020-05-01,0.7149909928507406,0.35965221068325254,1.2640536633969042,1.139698845058168,2020,5
2020-06-01,0.7217033578910068,0.35867854927692355,1.268112294478742,1.138024899491397,2020,6
2020-07-01,0.7218655443698546,0.35806048141940244,1.2647738363337993,1.1387656230145964,2020,7
2020-08-01,0.6908192628106631,0.33419583464781366,1.2691712736173408,1.143814478633843,2020,8
2020-09-01,0.5930127675043165,0.26356446301589237,1.2743282136819762,1.1483766751820554,2020,9
2020-10-01,0.5593266977532085,0.2556278814663533,1.279890640939568,1.1559914247848566,2020,10
2020-11-01,0.5300695221189036,0.2374311996724678,1.282545702464055,1.158886965930514,2020,11
2020-12-01,0.5316046549564499,0.23425226529328005,1.2808027744723864,1.1583070480321602,2020,12
2021-01-01,0.5254036905749944,0.23303133789666972,1.273661566425983,1.1552086559979593,2021,1
2021-02-01,0.505461509524298,0.22585849653098192,1.2527552267095994,1.1322434601902283,2021,2
2021-03-01,0.5031855320552004,0.22162464764530468,1.2427610100531912,1.1229439191814532,2021,3
2021-04-01,0.5020314275053374,0.21947464830058494,1.2434240240645966,1.121910205512682,2021,4
2021-05-01,0.5028080358998306,0.21660706735406562,1.2463141552491332,1.1254550612264196,2021,5
2021-06-01,0.4991368416817689,0.2129669734019245,1.2423039480088933,1.120548458816255,2021,6
2021-07-01,0.49923623931178335,0.2103372503375959,1.2395033613862776,1.118419489777628,2021,7
2021-08-01,0.4989516208279603,0.20831479517472407,1.2345666529008306,1.1132642699920385,2021,8
2021-09-01,0.5024474397887595,0.21211654298337712,1.2319251138650567,1.1096245101154538,2021,9
2021-10-01,0.5037472711121818,0.21163404135408123,1.2323573913244767,1.109516223729427,2021,10
2021-11-01,0.5059685752678535,0.21286031088900434,1.2272367695714417,1.1048727592854628,2021,11
2021-12-01,0.5018892610542467,0.20951513322567028,1.2223934183251974,1.0996352675957584,2021,12
2022-01-01,0.5007065269204185,0.20734076308988725,1.2152378057174908,1.0938581932466687,2022,1
2022-02-01,0.49068181831493163,0.20162741288968544,1.2145287405390734,1.0932805934722365,2022,2
2022-03-01,0.49436809729582104,0.20146547654148028,1.2124686861776512,1.091472076622031,2022,3
2022-04-01,0.492737765379686,0.20038178149528216,1.206483116331956,1.0856349692514653,2022,4
2022-05-01,0.4969464526284276,0.20186184651477995,1.2092341319546678,1.0885371805556248,2022,5
2022-06-01,0.4944426427452491,0.199508989774408,1.2065685737506204,1.0862434275702921,2022,6
2022-07-01,0.495196981215947,0.19913108256048498,1.2050709222124603,1.0849409706738826,2022,7
2022-08-01,0.4964680627614247,0.19858595400686394,1.204051291853337,1.0846487216044844,2022,8
2022-09-01,0.4968892048988225,0.19858595400686394,1.2039566096351133,1.0842521389873474,2022,9
2022-10-01,0.497216327636327,0.19858595400686394,1.2018159424578623,1.0828773781150214,2022,10
2022-11-01,0.49729215651543723,0.19858595400686394,1.2040627438292877,1.0828773781150214,2022,11
2022-12-01,0.4960019078777523,0.19858595400686394,1.2050648201469163,1.0828773781150214,2022,12
2023-01-01,0.49550322058923996,0.19593929777230554,1.1931553143890714,1.0748813279157416,2023,1
2023-02-01,0.4961885414528974,0.19572133256336582,1.192974782144318,1.0746205881490547,2023,2
2023-03-01,0.49739730219821365,0.19444389741846346,1.1912708119287223,1.0736728508188036,2023,3
2023-04-01,0.49343369953955907,0.1958447975858503,1.1861829713626755,1.0670459350374784,2023,4
2023-05-01,0.49624968058329594,0.1961489289081979,1.1871908645754945,1.069470858144241,2023,5
2023-06-01,0.4962036687267719,0.19545169860746248,1.186103125521122,1.0680510045214988,2023,6
2023-07-01,0.49396335385750195,0.194110795826892,1.187850151194993,1.0688297206157638,2023,7
2023-08-01,0.4900430916413846,0.1919955340507052,1.1865171842069366,1.0667075562864667,2023,8
2023-09-01,0.490682159258112,0.19128035113530198,1.1879543900182188,1.068044276625459,2023,9
2023-10-01,0.4955833555520827,0.1959699741431354,1.1860996039763694,1.0666195084953918,2023,10
2023-11-01,0.4937700327733649,0.19429475966338847,1.1856370393952136,1.065693531689571,2023,11
2023-12-01,0.4951455207905567,0.19309395213396435,1.18185129023816,1.0615485527395245,2023,12
