Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samana,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San jose de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada,Month,Year,Periodo de Cobertura
2240549,742140,742140,501581,39751,200808,196957,196957,20840,21000,45691,49997,59429,657837,306747,49967,65501,191279,127163,58772,22861,27686,17844,81866,17362,19925,16312,28267,142061,75036,32479,34546,351246,137402,24522,98419,14461,81695,22060,39584,15376,4675,132149,39324,21648,71177,292369,3,2023,2023-03-01
2218391,740101,740101,500907,39571,199623,195773,195773,20821,20854,45112,49789,59197,643367,302849,49419,64855,188575,120291,55448,21941,26035,16867,80340,17158,19697,16010,27475,139887,73911,31952,34024,347757,134946,22777,97898,14271,81568,22035,39502,15362,4669,131243,38965,21561,70717,291393,4,2023,2023-04-01
2232606,747279,747279,506366,39561,201352,196357,196357,20766,20910,45293,49902,59486,646594,304841,49278,64817,190746,121847,56416,22148,25893,17390,79930,17224,19544,15967,27195,139976,74195,31842,33939,349013,136236,23649,98274,14313,81735,22049,39548,15472,4666,131042,39155,21501,70386,293363,5,2023,2023-05-01
2242166,754572,754572,510809,39715,204048,195961,195961,20685,20758,45390,49798,59330,648278,306459,49619,65202,191638,121541,56244,22020,26028,17249,80295,17252,19708,16022,27313,139983,74096,31943,33944,348977,136167,23428,98521,14218,81751,21990,39609,15456,4696,131059,39346,21454,70259,294378,6,2023,2023-06-01
2213092,748963,748963,507705,39315,201943,192840,192840,20296,20384,44905,49077,58178,634921,301714,48558,64043,189113,118036,54559,21596,25312,16569,78994,17005,19286,15735,26968,136177,72353,30810,33014,345608,135610,23569,97926,14115,80441,21727,38782,15260,4672,129557,38888,21319,69350,290760,7,2023,2023-07-01
2213792,753046,753046,509271,39411,204364,193029,193029,20205,20388,45008,49158,58270,631562,299891,48392,63526,187973,117222,54575,21208,24936,16503,78289,16838,19029,15698,26724,136160,72044,31008,33108,344659,135202,23102,98080,14020,80236,21620,38744,15187,4685,129221,38763,21278,69180,291496,8,2023,2023-08-01
2225126,759778,759778,513508,39432,206838,192966,192966,20267,20429,45137,49142,57991,633705,300977,48178,63955,188844,117765,54616,21288,25218,16643,78297,16920,19180,15624,26573,136666,72535,30973,33158,345389,135163,23013,98162,13988,80277,21662,38708,15223,4684,129949,39035,21240,69674,293288,9,2023,2023-09-01
2230413,765780,765780,516992,39372,209416,191658,191658,20006,20337,44635,49216,57464,633663,301802,48399,63718,189685,117034,54283,21106,25098,16547,78159,16895,19138,15630,26496,136668,72888,30733,33047,345841,135490,22901,98649,13940,80409,21562,38820,15321,4706,129942,39361,21262,69319,293471,10,2023,2023-10-01
2236680,771357,771357,521242,39459,210656,191858,191858,20032,20303,44839,49246,57438,632087,300610,48200,63448,188962,116738,54110,21116,25112,16400,77970,16816,18953,15585,26616,136769,72782,30839,33148,346464,135771,22868,99006,13897,80569,21526,38955,15350,4738,130124,39451,21275,69398,294914,11,2023,2023-11-01
2241509,776347,776347,524372,39486,212489,193017,193017,20073,20315,45054,49813,57762,628363,299347,47847,62942,188558,116040,53686,21009,24965,16380,77015,16678,18743,15461,26133,135961,72377,30616,32968,347369,135991,23135,98987,13869,80874,21684,39113,15325,4752,130504,39776,21226,69502,296413,12,2023,2023-12-01
