Periodo de Cobertura,Total_RC_Tasa_Dependencia,Total_RC_Tasa_Dep_Directa,ARS_AutoGest_Tasa_Dep_Directa,ARS_AutoGest_Tasa_Dependencia,ARS_Priv_Tasa_Dep_Directa,ARS_Priv_Tasa_Dependencia,ARS_Pub_Tasa_Dep_Directa,ARS_Pub_Tasa_Dependencia,Year,Month
2007-09-01,0.5363451264070487,0.5330054724033427,1.0173085485307214,0.9453751113089938,0.7626213491751361,0.7625364823746145,0.06265364079577046,0.06265364079577046,2007,9
2007-10-01,0.5697696826249696,0.5664823492871021,1.207174017285943,1.1746020607464065,0.7521846723388704,0.7519622329734582,0.07056825042723673,0.07055801721226758,2007,10
2007-11-01,0.5909782562482239,0.5865431305900597,1.1951115515810824,1.15611459389693,0.768624833371392,0.767574804778606,0.10411667475588109,0.10397412356473013,2007,11
2007-12-01,0.6057868641640333,0.601161416702268,1.1746385124774248,1.1363373050579857,0.7733099467040252,0.7717343539318458,0.14052656543320396,0.14037959208214473,2007,12
2008-01-01,0.6191836605674286,0.6137838347483261,1.1713806992820763,1.130313689373176,0.7743104161143012,0.7721559589651931,0.1558292732898333,0.15551326705305085,2008,1
2008-02-01,0.6449765821338816,0.6371999174003972,1.0987362677565355,1.0522426282285797,0.8038244272392194,0.7993228003583421,0.18174783140769535,0.18097397689234423,2008,2
2008-03-01,0.6475457352880962,0.6387779643082652,1.0891452055926147,1.040406022180459,0.8061805654497697,0.8003846870444856,0.19077876218467849,0.18991887453393386,2008,3
2008-04-01,0.6494006519945066,0.6397704001239485,1.0736068698378867,1.0253110077265182,0.8104604636847116,0.8030449440615002,0.19996100791128957,0.19900330748682307,2008,4
2008-05-01,0.6842620909212627,0.6736551061654825,1.0860855881009188,1.0383471242195035,0.8523328279971885,0.8433795243094392,0.2257120723761568,0.22458811160757514,2008,5
2008-06-01,0.6937692508673625,0.6822741604565975,1.1463162167647656,1.0986198498071849,0.852559409968219,0.8419952744991341,0.2434403506534478,0.2421549345880963,2008,6
2008-07-01,0.7121525568128818,0.6985792374646831,1.157279489904357,1.106027022923941,0.8698672544454901,0.8564671001889289,0.2694547062715928,0.26793510608937376,2008,7
2008-08-01,0.6981156773273829,0.6832760993927544,1.1895714055318118,1.1383960970889444,0.8273417351445606,0.8120312266157128,0.2934785468994645,0.29138652421614936,2008,8
2008-09-01,0.7094001613620272,0.6940265177086592,1.1900356304154183,1.1389788646853996,0.836702330846303,0.8205010040406943,0.31192554310784076,0.30977825715817126,2008,9
2008-10-01,0.7182543123455141,0.7020638254679592,1.1829862828419448,1.1330433114975826,0.8392733459942081,0.8217704027704973,0.32922107640246,0.32675238601097717,2008,10
2008-11-01,0.7305829620308164,0.7127491689245412,1.1924858414239483,1.1427083333333334,0.8332092467947105,0.8141217188333182,0.34971098265895956,0.3457980228505449,2008,11
2008-12-01,0.7515561830199576,0.7321129518726983,1.1864422174452753,1.1358604055022354,0.8479077862133326,0.8270133931949454,0.3829464593874149,0.37800069027809396,2008,12
2009-01-01,0.774038697889355,0.7537536461064499,1.178986995208761,1.1287192495067842,0.870102933005337,0.8482401803100026,0.4099510211625543,0.4042140282783477,2009,1
2009-02-01,0.7863706674655628,0.7646404865114933,1.1800301962757926,1.1299849018621038,0.8833950360214718,0.8594539558036051,0.4251424161123158,0.41870704546289833,2009,2
2009-03-01,0.7992373452952697,0.7758650462793665,1.168989894955466,1.1196928545752287,0.8965320629381482,0.8702517427907197,0.44443179104751757,0.43713608728394837,2009,3
