Periodo de Cobertura,Year,Month,Total Empresas con aportes,Recaudo SFS,Cuidado de la Salud,Estancias Infantiles,Subsidios,Comisión Operación SISALRIL,Cápita Adicional,Recargo por Atraso en pago de Facturas,Salario Mínimo Cotizable,Tope de Salario Mínimo Cotizable,Total_Monto_Dispersadas,Total_Capitas_Titulares,Total_Capitas_Depend_Directos,Total_Capitas_Depend_Adicionales,Monto_Dispersado_Total,Monto_Dispersado_Titulares,Monto_Dispersado_Dep_Directos,Monto_Dispersado_Dep_Adicionales
2007-09-01,2007,9,28103,1142107599.82,1129320811.55,0.0,0.0,0.0,2759330.97,10027457.3,5635.0,56350.0,1207909,786177,419106,2626,583818656.9700001,379982929.41,202566502.98,1269224.58
2007-10-01,2007,10,28531,1152423753.36,1140621900.5,0.0,0.0,0.0,3205927.89,8595924.97,5635.0,56350.0,1534269,955329,576040,2900,741558235.77,461739165.57000005,278417413.2,1401657.0
2007-11-01,2007,11,28862,1186494367.5,1175144743.66,0.0,0.0,0.0,3339810.3,8009813.54,5635.0,56350.0,1360641,851660,507515,1466,657638614.53,411632827.8,245297224.95,708561.7799999998
2007-12-01,2007,12,28860,1208358287.88,1196076629.26,0.0,0.0,0.0,3770584.03,8511074.59,5635.0,56350.0,1599467,1005990,586713,6764,773070385.1100003,486225146.7000001,283575994.2900001,3269244.12
2008-01-01,2008,1,29343,1182696206.83,1169340960.85,0.0,0.0,0.0,5343088.97,8012157.01,5635.0,56350.0,1511121,936466,569690,4965,933393261.26,578008226.5699999,352308238.06,3076796.6300000004
2008-02-01,2008,2,29729,1218181878.16,1204343298.49,0.0,0.0,0.0,6015860.0,7822719.67,5635.0,56350.0,1521071,927714,586277,7080,942201632.3000002,574525023.96,363287008.3400001,4389600.0
2008-03-01,2008,3,29972,1230448071.48,1215736704.8,0.0,0.0,0.0,6486440.0,8224926.68,5635.0,56350.0,1566319,955680,602490,8149,970658978.8100004,592151087.6300004,373455511.18,5052380.0
2008-04-01,2008,4,30339,1252071350.86,1238114830.54,0.0,0.0,0.0,6969420.0,6987100.32,5635.0,56350.0,1592488,969352,613989,9147,987104890.87,600824805.77,380608945.1,5671140.0
2008-05-01,2008,5,30569,1262731230.53,1248228934.02,0.0,0.0,0.0,7689240.0,6813056.51,5635.0,56350.0,1625959,969126,646841,9992,1007996860.95,600778304.72,401023516.23,6195040.0
2008-06-01,2008,6,30770,1266590207.71,1250331819.07,0.0,0.0,0.0,9184060.0,7074328.64,5635.0,56350.0,1704449,1014517,678865,11067,1056667494.4500004,628928241.5700003,420877712.88,6861540.0
2008-07-01,2008,7,30940,1269949071.72,1254706398.95,0.0,0.0,0.0,9547380.0,5695292.77,5635.0,56350.0,1671237,978980,679161,13096,1036143706.1,606948602.87,421075583.23,8119520.0
2008-08-01,2008,8,31026,1383835208.5900002,1299905528.98,13640495.93,45012926.01,9543820.92,9737720.0,5994716.75,5635.0,56350.0,1681167,993417,673239,14511,1042300989.45,615897629.4899999,417406539.96,8996820.0
2008-09-01,2008,9,31211,1392606674.4900002,1307543197.13,13720701.18,45277507.33,9604279.18,10274640.0,6186349.67,5635.0,56350.0,1720839,1014211,691614,15014,1066905556.31,628798656.37,428798219.94,9308680.0
2008-10-01,2008,10,31422,1413263892.4099998,1327121465.37,13926131.53,45955443.27,9748068.13,11222620.0,5290164.11,5635.0,56350.0,1736635,1017556,703171,15908,1076675705.7400002,630856702.6500002,435956043.09,9862960.0
2008-11-01,2008,11,31559,1406475959.3099997,1318687154.83,13837642.89,45663396.61,9686127.86,12181760.0,6419877.12,5635.0,56350.0,1725203,1001549,706208,17446,1069603719.46,620944252.94,437842946.52,10816520.0
2008-12-01,2008,12,31495,1438007989.6199996,1348981238.84,14155521.29,46712397.33,9908639.62,12760840.0,5489352.54,5635.0,56350.0,1729671,992746,718099,18826,1072390826.54,615498829.91,445219876.63,11672120.0
2009-01-01,2009,1,31671,1395458376.98,1308028918.87,13725799.45,45294322.53,9607823.94,13706340.0,5095172.19,5635.0,56350.0,1783379,1011730,751724,19925,1105688829.85,627268226.5600001,466067103.29,12353500.0
2009-02-01,2009,2,31925,1408776604.99,1319801690.4,13849333.55,45701990.79,9694316.34,14803120.0,4926153.91,5635.0,56350.0,1801656,1015230,765020,21406,1117018519.8,629436313.18,474310486.62,13271720.0
2009-03-01,2009,3,32092,1425518540.38,1333481587.8,13992883.7,46175682.84,9794801.63,18361920.0,3711664.41,5635.0,56350.0,1819628,1017050,779543,23035,1128165943.25,630567856.5899999,483316386.66,14281700.0
2009-04-01,2009,4,31887,1432045653.61,1338631512.28,14046914.23,46354009.98,9832617.75,19919980.0,3260619.37,5635.0,56350.0,1851576,1022611,800334,28631,1147974523.27,634016223.2700001,496207080.0,17751220.0
2009-05-01,2009,5,30639,1424132517.03,1330482478.18,13961392.39,46071829.3,9772775.06,21368300.0,2475742.1,5635.0,56350.0,1842896,1007151,804976,30769,1142588413.1599998,624427196.5099999,499084436.65,19076780.0
2009-06-01,2009,6,31796,1442628655.9399998,1346714328.61,14131723.65,46633923.6,9891993.07,22873660.0,2383027.01,5635.0,56350.0,1903860,1030308,840098,33454,1180386639.8400002,638784673.1800001,520860486.66,20741480.0
2009-07-01,2009,7,38218,1573711108.4399998,1451349640.27,15229678.97,50257095.53,10660605.3,24738000.0,21476088.37,5635.0,56350.0,1911862,1022632,853746,35484,1185350749.91,634028559.9200001,529322109.99,22000080.0
2009-08-01,2009,8,38837,1582140382.9699998,1446676339.94,15180677.09,65275829.6,10626267.48,26084020.0,18297248.86,5635.0,56350.0,2012366,1075857,898084,38425,1329477586.96,711499400.67,594154686.29,23823500.0
2009-09-01,2009,9,39134,1579778513.0199995,1446368176.58,15177413.43,65261927.61,10624033.56,27118800.0,15228161.84,5635.0,56350.0,2044523,1086793,917446,40284,1351600784.9200006,719359154.6300004,607265550.2900001,24976080.0
2009-10-01,2009,10,39611,1606520812.8999996,1466952379.09,15393402.53,66190708.85,10775243.82,30412778.77,16796299.84,5635.0,56350.0,2057281,1081904,933330,42047,1359965947.6099997,716122573.7199999,617774233.8899996,26069140.0
2009-11-01,2009,11,39987,1609981022.7599998,1470066100.1,15426061.54,66331208.8,10798107.3,32060934.67,15298610.35,5635.0,56350.0,2089034,1091159,953874,44001,1382744406.31,722247754.4800001,631377440.1299998,29119211.7
2009-12-01,2009,12,40227,1651983646.0100005,1505304243.18,15795817.66,67921181.46,11056924.63,33048504.39,18856974.69,5635.0,56350.0,2096232,1084705,965195,46332,1509159518.3900006,782288977.6900003,696202926.58,30667614.12000001
2010-01-01,2010,1,40579,1622843058.28,1470859678.28,15434384.16,66367008.28,10803924.46,37189408.08,22188655.02,5635.0,56350.0,2128617,1091399,989212,48006,1532873880.8699994,787409623.8299994,713688605.58,31775651.46000001
2010-02-01,2010,2,40911,1650241263.4000003,1496515056.14,15703589.9,67524604.08,10992372.2,38565991.92,20939649.16,5635.0,56350.0,2254735,1169719,1034961,50055,1622666801.4800005,841256970.9100003,745333759.7200003,36076070.84999999
2010-03-01,2010,3,40037,1700787981.16,1546216864.69,16225127.0,69766956.2,11357380.89,39280257.12,17941395.26,6481.0,64810.0,2230392,1140333,1038712,51347,1608685541.6699998,822402558.0600002,749238544.4099996,37044439.19999999
2010-04-01,2010,4,39498,1724182664.08,1561993605.53,16390675.08,70478816.95,11473258.55,41807601.56,22038706.41,6481.0,64810.0,2259737,1152318,1055025,52394,1630342797.1300006,831366247.2100009,761175326.8,37801223.12
2010-05-01,2010,5,39412,1745276921.35,1578894299.9,16568360.98,71241309.71,11597479.83,43479992.2,23495478.73,6481.0,64810.0,2253915,1139624,1058523,55768,1626118479.270001,822208596.4100003,763674386.2200006,40235496.63999999
2010-06-01,2010,6,39467,1755121066.09,1585663006.01,16639318.01,71546762.99,11647213.27,45728845.36,23895920.45,6481.0,64810.0,2244635,1125195,1061830,57610,1619453541.080002,811801816.5500009,766087261.7300012,41564462.8
2010-07-01,2010,7,39672,1776123500.7200005,1599637650.96,16785941.18,72177295.37,11749873.2,47215815.64,28556924.37,6481.0,64810.0,2309913,1163017,1085998,60898,1666550491.230001,839089871.3900005,783523930.8000004,43936689.04
2010-08-01,2010,8,39724,1773071122.2400002,1606490482.75,16857871.63,72486484.98,11800258.33,48829766.4,16606258.15,6481.0,64810.0,2314203,1152778,1098796,62629,1669647718.790001,831703888.6400001,792758259.2300006,45185570.92000002
2010-09-01,2010,9,40056,1795540421.9,1622820486.78,17028236.96,73219207.04,11919536.13,50400428.36,20152526.63,6481.0,64810.0,2341521,1159843,1116937,64741,1689359218.6300025,836802455.3800006,805847426.5700015,46709336.68
2010-10-01,2010,10,40369,1801960394.11,1631868914.32,17122266.84,73623495.4,11985358.42,51731558.96,15628800.17,6481.0,64810.0,2354521,1162431,1125219,66871,1698738059.300004,838669407.3400024,811822562.8800015,48246089.079999976
2010-11-01,2010,11,40610,1807886471.51,1636314920.57,17168738.78,73823368.2,12017911.24,53095156.16,15466376.56,6481.0,64810.0,2394254,1175497,1149921,68836,1727284530.410001,848093659.6200007,829527073.5100005,49663797.280000016
2010-12-01,2010,12,40818,1864024518.27,1686143930.86,17691597.76,76071622.96,12383900.57,54028751.28,17704714.84,6481.0,64810.0,2417992,1183463,1163938,70591,1744372374.600004,853843634.2700019,839598745.650002,50929994.67999999
2011-01-01,2011,1,41020,1820113901.82,1644505276.59,17254498.3,74192347.04,12077975.33,55405335.12,16678469.44,6481.0,64810.0,2407712,1176052,1160056,71604,1737110778.9100018,848497341.6900008,836952583.3000009,51660853.91999997
2011-02-01,2011,2,41288,1849918048.95,1671539407.06,17538174.85,75412138.71,12276551.45,57283347.56,15868429.32,6481.0,64810.0,2486189,1181437,1231420,73332,1789640802.3700013,852381677.5100006,884351553.5000008,52907571.36000001
2011-03-01,2011,3,41635,1889880859.99,1707641980.72,17916933.93,77040794.59,12541666.45,59179397.0,15560087.3,6481.0,64810.0,2508215,1220437,1211874,75904,1807796705.8000035,879745225.7900022,873288559.9400014,54762920.06999998
2011-04-01,2011,4,41676,1931150639.43,1743350816.16,18291783.17,78651887.65,12803935.1,61451727.76,16600489.59,6481.0,64810.0,2499439,1205441,1215557,78441,1803099083.890004,869687959.880003,876817511.3300006,56593612.68000001
2011-05-01,2011,5,41777,1907189730.0300004,1718751828.45,18033458.88,77541786.87,12623236.46,63311167.68,16928251.69,6481.0,64810.0,2462232,1177103,1204911,80218,1775750743.7600024,849252817.3800007,868622243.7400014,57875682.64000001
2011-06-01,2011,6,41878,1965108870.61,1771698403.96,18589534.85,79930491.98,13011404.99,65345694.72,16533340.11,6481.0,64810.0,2527064,1211490,1232836,82738,1823036356.330005,874063005.4100026,889279538.6800023,59693812.23999998
2011-07-01,2011,7,42027,2013718459.93,1813626170.01,19029299.42,81821930.98,13319222.17,67069604.76,18852232.59,7583.33,75833.3,2545254,1217991,1241664,85599,1836304341.9800017,878752215.0600009,895794160.4000008,61757966.51999996
2011-08-01,2011,8,42079,2014204857.61,1816639332.82,19060698.15,81957414.57,13341317.65,68690144.04,14515950.38,7583.33,75833.3,2568211,1224669,1255620,87922,1852905387.0100057,883570556.3500032,905900866.1000024,63433964.55999999
2011-09-01,2011,9,42234,2030588073.41,1830626533.97,19207409.34,82588401.18,13444046.02,70270470.24,14451212.66,7583.33,75833.3,2576239,1218713,1268183,89343,1858638589.5000017,879273600.1800007,914906064.2100012,64458925.10999999
2011-10-01,2011,10,42323,2065223777.88,1853887780.44,19451435.59,83637580.17,13614879.93,78780029.34,15852072.41,7583.33,75833.3,2579527,1226201,1260298,93028,1861062329.140006,884678127.3700031,909266360.3300031,67117841.43999994
2011-11-01,2011,11,42427,2088373791.11,1875028727.13,19673155.42,84590975.07,13770075.87,80710980.42,14599877.2,7583.33,75833.3,2583391,1218882,1269929,94580,2031995268.550007,958941405.3000044,998522088.4900028,74531774.75999995
2011-12-01,2011,12,42472,2132178248.19,1913568246.14,20077379.27,86329196.59,14053052.57,81958434.7,16191938.92,7583.33,75833.3,2586943,1224959,1266038,95946,2038316363.250005,965159610.470002,997506056.6000032,75650696.17999992
2012-01-01,2012,1,42708,2082904817.42,1863919930.3,19556415.88,84089083.52,13688380.01,83265876.18,18385131.53,7583.33,75833.3,2593711,1223372,1271097,99242,2044707651.790007,964460041.050003,1001992521.080004,78255089.65999995
2012-02-01,2012,2,42834,2121071244.88,1900070664.45,19935689.46,85720071.62,13953871.02,85037905.26,16353043.07,7583.33,75833.3,2616140,1231300,1284740,100100,2062600170.060004,970782823.9700024,1012885185.0900012,78932160.99999997
2012-03-01,2012,3,43063,2164764865.49,1940216475.94,20356883.72,87531209.72,14248693.86,86663939.94,15747662.31,7583.33,75833.3,2656468,1245484,1302922,108062,2094190906.920004,982036299.1200024,1027289966.3500022,84864641.44999965
2012-04-01,2012,4,43189,2161679384.35,1935295319.74,20305235.5,87309053.54,14212520.99,88337265.54,16219989.04,7583.33,75833.3,2647322,1241072,1302081,104169,2087398490.860004,978590658.7600024,1026663643.6500012,82144188.44999999
2012-05-01,2012,5,43380,2173852717.75,1947775556.17,20436066.45,87871658.52,14304106.57,90017668.38,13447661.66,7583.33,75833.3,2670231,1247594,1316035,106602,2105480435.6300032,983745249.6100014,1037671920.2600017,84063265.75999989
2012-06-01,2012,6,43605,2193516248.07,1964262902.5,20609003.43,88615291.83,14425157.65,91266470.46,14337422.2,7583.33,75833.3,2692186,1254835,1328836,108515,2122653367.2700047,989466293.3500032,1047615590.1200024,85571483.79999997
2012-07-01,2012,7,43899,2189974816.61,1957910570.41,20542185.65,88328121.37,14378409.51,92221501.74,16594027.93,7583.33,75833.3,2583636,1189471,1285976,108189,2037062750.5300016,937947020.7900008,1013800249.4200008,85315480.31999996
2012-08-01,2012,8,43860,2208278676.25,1977387315.27,20746389.11,89206124.23,14521362.97,93372541.14,13044943.53,7583.33,75833.3,2726021,1268293,1347701,110027,2149500640.0800066,1000084626.3400028,1062655082.2800035,86760931.45999996
2012-09-01,2012,9,44130,2192308119.84,1959734871.94,20561046.02,88409162.47,14391604.8,93452079.06,15759355.55,7583.33,75833.3,2740634,1271489,1355257,113888,2160998622.0000024,1002613650.3500018,1068576380.4100008,89808591.23999996
2012-10-01,2012,10,44719,2213330909.19,1980133565.04,20774992.33,89329155.94,14541376.99,94486926.36,14064892.53,7583.33,75833.3,2705534,1252244,1341255,112035,2133442335.0600083,987451876.000005,1057642428.0300035,88348031.02999987
2012-11-01,2012,11,45175,2249418410.47,2010739329.52,21096117.78,90709929.01,14766152.71,96132511.02,15974370.43,7583.33,75833.3,2725184,1262782,1349205,113197,2148932567.990005,995751396.5100032,1063916415.420002,89264756.05999996
2012-12-01,2012,12,45449,2283158029.05,2041588334.17,21419710.52,92101583.43,14992712.56,96798671.52,16257016.85,7583.33,75833.3,2747735,1270865,1362366,114504,2166723697.180006,1002156511.6000036,1074271621.2600026,90295564.31999987
2013-01-01,2013,1,46417,2240645734.79,2001029679.07,20994141.71,90271491.02,14694804.87,98044114.56,15611503.56,7583.33,75833.3,2766997,1275175,1375547,116275,2181725118.450005,1005560927.800004,1084472319.5500011,91691871.0999999
2013-02-01,2013,2,46929,2270669624.19,2029775508.08,21295658.09,91568043.37,14905858.04,99499060.8,13625495.81,7583.33,75833.3,2777376,1285398,1374230,117748,2190155553.550002,1013624266.1700014,1083678039.240001,92853248.13999988
2013-03-01,2013,3,47548,2359513265.35,2111556629.54,22153374.27,95256331.32,15506430.92,100990984.62,14049514.68,7583.33,75833.3,2803612,1294708,1388481,120423,2210827762.8500047,1020958453.3600032,1094906811.1500013,94962498.33999996
2013-04-01,2013,4,48296,2372517704.7100005,2123592935.65,22279636.39,95799263.27,15594802.82,102766870.86,12484195.72,7583.33,75833.3,2830565,1304722,1404642,121201,2229483011.130002,1027137666.7800012,1106769189.040001,95576155.30999994
2013-05-01,2013,5,49040,2405153063.84,2154209950.38,22600762.12,97180032.15,15819582.69,104348328.42,10994408.08,7583.33,75833.3,2868920,1314375,1430604,123941,2261402707.0200047,1036474367.5200018,1127191147.0200028,97737192.47999991
