Periodo de Cobertura,Year,Month,Cotizante,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samana,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San Jose de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
2012-09-01,2012,9,NO,1394882,591126,591126,461753,13086,116287,122641,122641,6818,7991,26858,42149,38825,427629,228976,28962,36078,163936,70554,38447,11808,13083,7216,41455,6567,9123,6870,18895,86644,45399,23958,17287,158034,80708,15710,59743,5255,32524,6665,19107,4734,2018,44802,16825,4291,23686,95452
2012-10-01,2012,10,NO,1391616,589155,589155,460096,13127,115932,122513,122513,6784,7951,27013,42218,38547,426913,228323,28845,36080,163398,70476,38254,11842,13103,7277,41708,6628,9146,6935,18999,86406,45413,23930,17063,157407,80105,15647,59144,5314,32469,6702,18984,4788,1995,44833,16932,4316,23585,95628
2012-11-01,2012,11,NO,1397210,590192,590192,459943,13127,117122,123142,123142,6796,8069,26915,42327,39035,430585,230871,29214,36720,164937,71002,38649,11899,13262,7192,41997,6725,9238,6989,19045,86715,45860,23889,16966,157389,80243,15673,59260,5310,32546,6748,19008,4790,2000,44600,16898,4289,23413,95902
2012-12-01,2012,12,NO,1404940,591333,591333,460316,13250,117767,123407,123407,6894,8045,27178,42387,38903,435209,233817,29719,36842,167256,71811,39076,11844,13496,7395,42376,6889,9299,7076,19112,87205,46284,23827,17094,158231,80584,16028,59266,5290,32860,6751,19334,4837,1938,44787,16940,4333,23514,96760
2013-01-01,2013,1,NO,1404644,591629,591629,459916,13277,118436,124474,124474,6958,8097,27693,42609,39117,434814,233144,29904,37379,165861,71750,38848,11926,13529,7447,42614,6883,9346,7081,19304,87306,46296,23956,17054,158097,80369,15537,59546,5286,32891,6820,19334,4810,1927,44837,16936,4317,23584,95630
2013-02-01,2013,2,NO,1416825,594076,594076,461625,13320,119131,125618,125618,7014,8108,28173,43037,39286,440465,236971,30089,37980,168902,73021,39619,12113,13635,7654,43062,6951,9418,7211,19482,87411,45951,24207,17253,158821,80672,15557,59876,5239,33121,6859,19410,4811,2041,45028,17033,4347,23648,97845
2013-03-01,2013,3,NO,1429911,598586,598586,463843,13507,121236,127722,127722,7068,8291,28738,43500,40125,444373,238287,29775,38395,170117,73962,40188,12221,13764,7789,43408,7008,9411,7315,19674,88716,46857,24436,17423,160651,81846,15914,60638,5294,33372,6912,19582,4853,2025,45433,17252,4401,23780,98579
2013-04-01,2013,4,NO,1436183,600030,600030,464629,13611,121790,127888,127888,7153,8311,28825,43474,40125,447948,240723,30106,38599,172018,74401,40372,12327,13872,7830,44012,7089,9511,7362,20050,88812,46833,24567,17412,161600,82414,16232,60888,5294,33500,7006,19720,4820,1954,45686,17370,4406,23910,98717
2013-05-01,2013,5,NO,1454228,607532,607532,470205,13625,123702,129443,129443,7219,8437,29393,44077,40317,453441,243883,30759,39092,174032,75213,40690,12389,14194,7940,44637,7142,9656,7436,20403,89708,47461,24649,17598,163521,83185,16272,61543,5370,34155,7140,20064,4896,2055,46181,17580,4465,24136,100291
2013-06-01,2013,6,NO,1472226,613545,613545,474385,13736,125424,131505,131505,7323,8571,30043,44633,40935,460237,247537,31522,39551,176464,76421,41348,12601,14401,8071,45114,7213,9781,7457,20663,91165,48364,24970,17831,164622,84108,16537,62176,5395,34101,7176,20014,4892,2019,46413,17603,4487,24323,102317
2013-07-01,2013,7,NO,1473237,612596,612596,473692,13724,125180,131756,131756,7345,8615,30164,44725,40907,460237,247444,31725,38841,176878,76558,41430,12600,14429,8099,45131,7259,9782,7483,20607,91104,48244,25104,17756,165632,84894,16891,62599,5404,34118,7204,19994,4920,2000,46620,17755,4507,24358,103016
2013-08-01,2013,8,NO,1493013,619841,619841,478608,13938,127295,133460,133460,7463,8811,30780,45070,41336,468363,251846,32263,39841,179742,77777,42101,12727,14687,8262,45976,7397,9980,7625,20974,92764,49337,25517,17910,167222,85778,17057,63236,5485,34341,7185,20172,4962,2022,47103,17917,4556,24630,104127
2013-09-01,2013,9,NO,1499440,622560,622560,480322,14039,128199,133539,133539,7439,8890,31007,44949,41254,470832,253258,32452,39658,181148,78555,42470,12837,14892,8356,46293,7470,10128,7651,21044,92726,49196,25576,17954,168121,85989,17092,63372,5525,34655,7185,20417,4971,2082,47477,17935,4577,24965,104388
2013-10-01,2013,10,NO,1501663,622563,622563,479754,13988,128821,133686,133686,7465,8824,31099,45324,40974,472289,254160,32646,39620,181894,78472,42485,12795,14901,8291,46521,7496,10110,7759,21156,93136,49492,25756,17888,168412,86336,17229,63558,5549,34742,7168,20488,5000,2086,47334,17949,4591,24794,104713
2013-11-01,2013,11,NO,1520052,630248,630248,484859,14085,131304,135300,135300,7546,8986,31730,45496,41542,478996,257874,33151,40289,184434,80095,43375,12981,15272,8467,47141,7579,10243,7832,21487,93886,49789,26036,18061,170478,87060,17342,64099,5619,35316,7274,20834,5074,2134,48102,18267,4646,25189,105030
2013-12-01,2013,12,NO,1526482,632625,632625,486376,14091,132158,136578,136578,7629,9113,32173,45852,41811,480732,258984,33368,40655,184961,80069,43199,13056,15369,8445,47420,7632,10284,7903,21601,94259,49862,26169,18228,171545,87834,17651,64539,5644,35493,7391,20927,5077,2098,48218,18074,4673,25471,105002
2014-01-01,2014,1,NO,1524429,631895,631895,485240,14160,132495,136729,136729,7651,9068,32418,45862,41730,480127,259182,33266,40450,185466,80347,43291,13075,15322,8659,47303,7602,10197,7870,21634,93295,49713,25379,18203,171280,87388,17593,64171,5624,35658,7428,21056,5100,2074,48234,18344,4599,25291,104398
2014-02-01,2014,2,NO,1532049,632893,632893,484942,14190,133761,137638,137638,7767,9129,33010,46061,41671,483594,261382,34065,41208,186109,80863,43748,12988,15425,8702,47406,7658,10292,7948,21508,93943,50187,25600,18156,171934,87784,17616,64514,5654,35637,7489,21039,5001,2108,48513,18434,4620,25459,105990
2014-03-01,2014,3,NO,1546910,640448,640448,490175,14243,136030,139554,139554,7921,9214,33633,46613,42173,486488,263007,33526,41778,187703,80758,43130,13140,15587,8901,47958,7682,10351,8055,21870,94765,50760,25679,18326,173370,88911,17802,65424,5685,35853,7542,21141,5112,2058,48606,18500,4652,25454,107050
2014-04-01,2014,4,NO,1559961,645125,645125,493299,14372,137454,141010,141010,8007,9336,34064,46923,42680,492898,265997,34254,42166,189577,82617,44659,13277,15744,8937,48622,7738,10549,8099,22236,95662,51281,25676,18705,175332,89542,18103,65755,5684,36383,7607,21455,5211,2110,49407,18780,4662,25965,105596
2014-05-01,2014,5,NO,1581952,652809,652809,498351,14519,139939,142746,142746,8102,9497,34507,47505,43135,500985,270271,34810,43054,192407,84046,45509,13507,15967,9063,49451,7844,10716,8181,22710,97217,52122,26062,19033,177893,90833,18404,66643,5786,36872,7721,21751,5278,2122,50188,19156,4721,26311,107519
2014-06-01,2014,6,NO,1596051,658279,658279,502389,14634,141256,144378,144378,8190,9579,35259,47681,43669,505090,272694,35282,43326,194086,84255,45679,13537,15910,9129,49932,7854,10843,8265,22970,98209,52510,26456,19243,179831,91791,18808,67118,5865,37190,7744,21933,5349,2164,50850,19396,4784,26670,108473
2014-07-01,2014,7,NO,1601563,658826,658826,501999,14592,142235,145349,145349,8280,9645,35525,48016,43883,507767,274528,35653,43626,195249,84827,45862,13562,16126,9277,50165,7888,10990,8318,22969,98247,52467,26522,19258,180552,92204,18999,67324,5881,37358,7807,21999,5369,2183,50990,19541,4771,26678,109069
2014-08-01,2014,8,NO,1620325,665504,665504,506478,14818,144208,147506,147506,8484,9890,35950,48771,44411,513010,276938,35890,43792,197256,85914,46693,13752,16220,9249,50779,7977,11055,8384,23363,99379,53057,27014,19308,183189,93326,19277,68107,5942,38275,8022,22575,5451,2227,51588,19723,4827,27038,111116
2014-09-01,2014,9,NO,1627095,668190,668190,507731,14906,145553,147549,147549,8493,9956,36297,48486,44317,516316,278461,36104,43810,198547,86377,46630,14007,16448,9292,51375,8092,11149,8474,23660,100103,53389,27263,19451,184250,93754,19452,68294,6008,38402,7998,22616,5506,2282,52094,19809,4862,27423,110790
2014-10-01,2014,10,NO,1639462,672403,672403,509811,15148,147444,149188,149188,8602,9991,36721,49013,44861,520168,280249,36486,44230,199533,86935,46890,14001,16617,9427,51922,8136,11274,8559,23953,101062,54022,27393,19647,186432,94687,19607,68989,6091,38809,8068,22889,5545,2307,52936,20145,4936,27855,111271
2014-11-01,2014,11,NO,1646632,674633,674633,510812,15196,148625,149765,149765,8673,10177,36758,49182,44975,523212,281699,36722,44552,200425,87986,47402,14172,16774,9638,52114,8209,11394,8555,23956,101413,54145,27496,19772,187411,95042,19794,69116,6132,39086,8147,23058,5539,2342,53283,20393,4972,27918,111611
2014-12-01,2014,12,NO,1651321,678715,678715,514073,15256,149386,150368,150368,8719,10231,37232,49070,45116,523659,281928,36808,44496,200624,88125,47448,14193,16776,9708,52105,8280,11390,8604,23831,101501,54078,27474,19949,188146,95197,19798,69247,6152,39352,8251,23122,5613,2366,53597,20495,5055,28047,110433
2015-01-01,2015,1,NO,1659767,678774,678774,512055,15477,151242,151011,151011,8821,10370,37493,49312,45015,529157,283908,37293,45277,201338,89575,47956,14615,17157,9847,52794,8336,11535,8797,24126,102880,54782,27821,20277,190764,96349,20214,69796,6339,39651,8513,23406,5695,2037,54764,21068,5130,28566,110061
2015-02-01,2015,2,NO,1668488,680123,680123,512218,15754,152151,152619,152619,8957,10587,38020,49679,45376,531351,285251,37861,45667,201723,89856,47360,14808,17560,10128,53327,8398,11689,8871,24369,102917,54350,28205,20362,192654,97127,20534,70073,6520,40024,8597,23594,5761,2072,55503,21338,5213,28952,111741
2015-03-01,2015,3,NO,1693905,692228,692228,520233,15937,156058,154641,154641,9048,10786,38690,50161,45956,538626,287582,37723,46429,203430,91933,48981,14918,17799,10235,54046,8501,11850,8973,24722,105065,55784,28516,20765,196220,98697,21054,71083,6560,41097,8910,24224,5800,2163,56426,21728,5281,29417,112190
2015-04-01,2015,4,NO,1707228,697762,697762,523692,16103,157967,156358,156358,9149,10979,39179,50747,46304,544077,290740,38542,46810,205388,92848,49500,15053,17904,10391,54676,8566,12075,9116,24919,105813,56185,28643,20985,198042,99673,21269,71733,6671,41417,8950,24371,5907,2189,56952,21914,5338,29700,110989
2015-05-01,2015,5,NO,1723153,703308,703308,527563,16234,159511,158087,158087,9240,11144,39812,51066,46825,550218,293426,38838,46953,207635,94252,50200,15249,18275,10528,55402,8616,12239,9203,25344,107138,56823,29073,21242,199300,100412,21381,72329,6702,41449,8991,24461,5829,2168,57439,22054,5420,29965,112240
2015-06-01,2015,6,NO,1729070,705793,705793,528684,16334,160775,159060,159060,9321,11237,40150,51224,47128,551866,294364,39034,47349,207981,94560,50446,15276,18279,10559,55370,8682,12192,9177,25319,107572,57136,29135,21301,200069,100683,21401,72539,6743,41722,9048,24562,5937,2175,57664,22126,5423,30115,112282
2015-07-01,2015,7,NO,1729750,704057,704057,527330,16398,160329,159134,159134,9328,11274,40341,51271,46920,554173,296137,39189,47615,209333,94928,50652,15268,18313,10695,55859,8705,12374,9236,25544,107249,57102,28900,21247,200694,100871,21481,72610,6780,41753,9025,24545,5964,2219,58070,22285,5507,30278,111692
2015-08-01,2015,8,NO,1741298,709025,709025,530134,16498,162393,161394,161394,9500,11393,40882,51784,47835,557172,297225,39305,47969,209951,95814,51501,15355,18375,10583,55970,8764,12340,9306,25560,108163,57714,29083,21366,201702,101104,21515,72767,6822,42062,9160,24657,5951,2294,58536,22475,5551,30510,112005
2015-09-01,2015,9,NO,1743775,709681,709681,529992,16686,163003,161542,161542,9587,11364,40928,51713,47950,558037,297589,39379,47948,210262,95594,51151,15342,18373,10728,56140,8801,12486,9244,25609,108714,57891,29234,21589,202375,101114,21277,73001,6836,42247,9138,24689,6113,2307,59014,22560,5666,30788,112140
2015-10-01,2015,10,NO,1757025,716003,716003,534048,16678,165277,162352,162352,9538,11432,41254,52002,48126,562713,300278,39860,48479,211939,96405,51642,15413,18520,10830,56392,8806,12606,9323,25657,109638,58340,29569,21729,203906,102114,21816,73382,6916,42416,9205,24782,6129,2300,59376,22677,5676,31023,112051
2015-11-01,2015,11,NO,1760607,717730,717730,534453,16737,166540,162904,162904,9633,11446,41378,51768,48679,563597,300388,39816,48200,212372,96737,51700,15407,18645,10985,56311,8815,12535,9369,25592,110161,58569,29794,21798,204932,102348,21859,73552,6937,42738,9310,25015,6114,2299,59846,22841,5733,31272,111444
2015-12-01,2015,12,NO,1749352,712065,712065,530411,16610,165044,161014,161014,9498,11303,41223,51465,47525,562055,299772,39844,47942,211986,96330,51478,15369,18553,10930,56137,8809,12559,9336,25433,109816,58426,29790,21600,204192,101918,21907,73120,6891,42574,9272,24842,6132,2328,59700,22778,5677,31245,110026
2016-01-01,2016,1,NO,1764431,718470,718470,534208,16830,167432,163908,163908,9625,11534,41991,52044,48714,565782,300739,40430,48165,212144,97346,52056,15601,18626,11063,56768,8949,12666,9517,25636,110929,58974,29996,21959,206278,102887,22009,73862,7016,42740,9369,24973,6086,2312,60651,23109,5798,31744,109993
2016-02-01,2016,2,NO,1780045,723161,723161,537539,16971,168651,165463,165463,9689,11656,42381,52589,49148,570682,304313,41034,48742,214537,97799,52452,15667,18607,11073,57321,8993,12748,9643,25937,111249,59455,29936,21858,208379,103941,22167,74674,7100,43333,9518,25429,5978,2408,61105,23251,5814,32040,112360
2016-03-01,2016,3,NO,1807390,740955,740955,550121,17306,173528,167501,167501,9880,11881,43213,52523,50004,575533,305784,40631,49307,215846,99069,53067,15853,18892,11257,58004,9118,12946,9822,26118,112676,60143,30394,22139,211915,105142,22106,75917,7119,44435,9680,26129,6288,2338,62338,23810,5942,32586,111486
2016-04-01,2016,4,NO,1816638,745250,745250,552744,17471,175035,167858,167858,9964,11878,43287,52662,50067,580143,308409,41176,49641,217592,99687,53464,15902,18968,11353,58276,9193,12966,9791,26326,113771,60643,30687,22441,212119,104699,21694,75952,7053,44719,9757,26253,6322,2387,62701,23867,6010,32824,111268
2016-05-01,2016,5,NO,1833165,753484,753484,558017,17677,177790,169863,169863,10094,12040,43881,53207,50641,584853,311023,41484,50327,219212,100340,53682,15900,19228,11530,58883,9273,13101,9870,26639,114607,61110,30801,22696,214653,105836,21751,77056,7029,45586,9930,26829,6442,2385,63231,23920,6107,33204,110312
2016-06-01,2016,6,NO,1835056,753654,753654,557583,17713,178358,170138,170138,10125,12111,44104,53321,50477,585906,310438,41620,50662,218156,100963,54096,16104,19296,11467,59070,9307,13213,9904,26646,115435,61504,31114,22817,214959,105714,22048,76582,7084,45692,9919,26889,6464,2420,63553,24030,6134,33389,110399
2016-07-01,2016,7,NO,1859573,762455,762455,562894,18066,181495,172923,172923,10234,12293,44762,53782,51852,594747,316259,42604,51121,222534,102205,54835,16319,19462,11589,59571,9451,13236,9988,26896,116712,62226,31416,23070,218106,107712,22617,77915,7180,46009,9989,27000,6600,2420,64385,24363,6206,33816,111342
2016-08-01,2016,8,NO,1864357,766743,766743,565240,18092,183411,173335,173335,10334,12316,44966,53946,51773,593296,314818,42673,51397,220748,101897,54775,16228,19318,11576,59787,9531,13261,9931,27064,116794,62363,31283,23148,218941,107935,22648,78112,7175,46264,10000,27330,6589,2345,64742,24598,6235,33909,112042
2016-09-01,2016,9,NO,1882499,773853,773853,569244,18319,186290,175181,175181,10441,12445,45749,54182,52364,599940,319029,43174,51945,223910,102422,54951,16349,19499,11623,60384,9665,13407,10026,27286,118105,63126,31688,23291,221576,108918,22864,78784,7270,46846,10184,27525,6687,2450,65812,25033,6313,34466,111949
2016-10-01,2016,10,NO,1888321,775740,775740,569939,18482,187319,175845,175845,10478,12559,46039,54288,52481,601981,320119,43267,51962,224890,102807,55105,16362,19535,11805,60589,9613,13530,10110,27336,118466,63402,31758,23306,222349,109217,22732,79191,7294,46899,10183,27498,6736,2482,66233,25272,6378,34583,112406
2016-11-01,2016,11,NO,1882483,774313,774313,568913,18426,186974,174695,174695,10341,12327,45481,54124,52422,601317,319418,43174,51949,224295,102708,54827,16444,19639,11798,60357,9592,13458,10110,27197,118834,63625,31774,23435,221175,108507,22472,78754,7281,46790,10145,27397,6727,2521,65878,25051,6319,34508,110983
2016-12-01,2016,12,NO,1887190,776420,776420,569164,18455,188801,175444,175444,10341,12393,45647,54266,52797,602940,320607,43387,52064,225156,102871,54917,16465,19688,11801,60798,9732,13526,10166,27374,118664,63762,31540,23362,222208,109377,22743,79354,7280,46820,10155,27507,6652,2506,66011,24825,6383,34803,110178
2017-01-01,2017,1,NO,1881980,773531,773531,566427,18408,188696,175535,175535,10316,12394,45983,54296,52546,601547,318982,43404,51934,223644,103114,55212,16427,19635,11840,60662,9696,13469,10151,27346,118789,63733,31652,23404,222599,109254,22727,79224,7303,47100,10161,27707,6723,2509,66245,25146,6346,34753,108768
2017-02-01,2017,2,NO,1907954,781683,781683,571996,18522,191165,177993,177993,10426,12553,46927,54942,53145,608378,323310,43950,52755,226605,103869,55447,16509,19943,11970,61307,9746,13636,10241,27684,119892,64355,32035,23502,224360,110339,23114,79830,7395,47417,10299,27833,6739,2546,66604,25309,6425,34870,115540
2017-03-01,2017,3,NO,1920683,785327,785327,574182,18618,192527,179471,179471,10480,12694,47448,55441,53408,611252,323877,43806,53434,226637,105098,56315,16753,20054,11976,62026,9835,13833,10332,28026,120251,64805,31987,23459,225695,110989,23201,80376,7412,47646,10298,28058,6754,2536,67060,25350,6419,35291,118938
2017-04-01,2017,4,NO,1940152,793539,793539,579460,18817,195262,180911,180911,10561,12748,47955,55764,53883,617170,327155,44374,53759,229022,106003,56694,16886,20313,12110,62757,9960,13888,10412,28497,121255,65177,32344,23734,228164,112012,23565,80989,7458,48154,10338,28250,6966,2600,67998,25686,6573,35739,120368
2017-05-01,2017,5,NO,1964591,804629,804629,586652,19266,198711,182878,182878,10685,12850,48584,56450,54309,624160,330641,44911,54378,231352,106829,57120,16930,20545,12234,63813,10235,14064,10536,28978,122877,66097,32542,24238,232095,113420,23960,81930,7530,49236,10529,28798,7252,2657,69439,26129,6740,36570,120829
2017-06-01,2017,6,NO,1980349,813733,813733,591048,19567,203118,183757,183757,10696,12970,48843,56386,54862,627436,332087,45130,54883,232074,107626,57548,16995,20710,12373,64422,10438,14196,10551,29237,123301,66582,32514,24205,235894,114701,24172,82936,7593,50450,10711,29385,7615,2739,70743,26504,7013,37226,119529
2017-07-01,2017,7,NO,2001617,823620,823620,597030,19798,206792,185300,185300,10776,13095,49393,56812,55224,633024,334122,45472,55517,233133,108760,58376,17059,20884,12441,65120,10641,14358,10641,29480,125022,67609,33009,24404,239573,116154,24706,83727,7721,51651,10955,30068,7821,2807,71768,26866,7174,37728,120100
2017-08-01,2017,8,NO,2013249,829137,829137,600503,20136,208498,185871,185871,10779,13168,49480,57008,55436,634959,335267,45737,55654,233876,108597,57970,17078,21075,12474,65497,10657,14478,10832,29530,125598,67787,33136,24675,241957,117300,24875,84627,7798,52070,11145,30151,7902,2872,72587,27112,7285,38190,121325
2017-09-01,2017,9,NO,2014149,829464,829464,599239,19911,210314,187624,187624,10860,13181,49850,57930,55803,635122,335145,45661,55291,234193,108321,57914,17060,20921,12426,65878,10733,14471,10772,29902,125778,67833,33333,24612,241614,116804,24895,84149,7760,51841,10807,30104,8046,2884,72969,27119,7384,38466,120325
2017-10-01,2017,10,NO,2014647,831720,831720,599662,20120,211938,186112,186112,10723,13065,49734,57194,55396,634750,334581,45775,55505,233301,108468,58027,17004,20970,12467,66077,10847,14557,10822,29851,125624,68026,33057,24541,242303,116616,24782,84081,7753,52331,11012,30281,8136,2902,73356,27285,7464,38607,119762
2017-11-01,2017,11,NO,2028911,838197,838197,603767,20356,214074,187610,187610,10816,13276,50167,57595,55756,640014,336736,46011,55414,235311,109756,58720,17220,21226,12590,66757,10942,14740,10893,30182,126765,68683,33323,24759,245190,117999,25175,85067,7757,53021,11195,30513,8245,3068,74170,27488,7542,39140,117900
2017-12-01,2017,12,NO,2038900,842576,842576,605058,20551,216967,188725,188725,10839,13266,50582,58097,55941,643082,338914,46360,55808,236746,110032,58848,17196,21327,12661,66999,10993,14738,10909,30359,127137,68758,33612,24767,246284,118408,25188,85432,7788,53277,11253,30754,8304,2966,74599,27801,7574,39224,118233
2018-01-01,2018,1,NO,2043148,845376,845376,605347,20763,219266,189781,189781,10815,13356,50877,58468,56265,642872,337665,46296,56102,235267,110042,59067,17088,21246,12641,67136,11065,14843,10871,30357,128029,69380,33663,24986,247723,118914,25452,85636,7826,53796,11356,31042,8388,3010,75013,27998,7578,39437,117396
2018-02-01,2018,2,NO,2054303,848765,848765,607318,20856,220591,189699,189699,10803,13358,50574,58365,56599,647461,341102,46783,56885,237434,111054,59463,17426,21424,12741,67609,11124,15027,10975,30483,127696,69083,33731,24882,249559,119472,25587,86067,7818,54512,11641,31392,8464,3015,75575,28161,7605,39809,118819
2018-03-01,2018,3,NO,2040710,844430,844430,603954,20801,219675,189072,189072,10843,13377,50551,57957,56344,644409,337717,46456,56558,234703,110835,59358,17352,21462,12663,67854,11140,14892,11014,30808,128003,69186,33759,25058,249287,119427,25503,86153,7771,54298,11551,31314,8404,3029,75562,28130,7630,39802,113512
2018-04-01,2018,4,NO,2092672,865373,865373,617711,21404,226258,194308,194308,11070,13688,52220,59620,57710,658536,345279,47282,57658,240339,113135,60659,17552,21912,13012,69379,11375,15307,11164,31533,130743,70732,34327,25684,254469,122030,26023,88011,7996,55392,11765,31923,8603,3101,77047,28738,7784,40525,119986
2018-05-01,2018,5,NO,2099845,867839,867839,618611,21557,227671,195161,195161,11089,13794,52553,59739,57986,661093,346885,47342,58097,241446,113218,60668,17591,22028,12931,69923,11471,15457,11184,31811,131067,70947,34368,25752,255106,122195,26015,88193,7987,55714,11824,32127,8630,3133,77197,28860,7762,40575,120646
2018-06-01,2018,6,NO,2119709,876043,876043,623622,21711,230710,197064,197064,11258,13748,53115,60306,58637,666714,348746,47403,58572,242771,114856,61694,17838,22210,13114,70826,11646,15620,11331,32229,132286,71674,34759,25853,257800,123719,26551,89102,8066,56302,11940,32499,8715,3148,77779,28984,7912,40883,122088
2018-07-01,2018,7,NO,2134339,881488,881488,626993,21876,232619,197995,197995,11334,13858,53347,60747,58709,671240,351768,47750,58847,245171,115338,61845,17860,22476,13157,71274,11688,15692,11438,32456,132860,71881,34961,26018,259927,124698,26771,89805,8122,56781,12046,32781,8752,3202,78448,29337,7930,41181,123689
2018-08-01,2018,8,NO,2110225,874061,874061,620173,21900,231988,195093,195093,11161,13750,52369,59633,58180,664919,347305,47275,58035,241995,114429,61262,17753,22317,13097,70962,11654,15680,11435,32193,132223,71634,34648,25941,258469,123821,26674,89097,8050,56428,11867,32646,8741,3174,78220,29283,7905,41032,117683
2018-09-01,2018,9,NO,2150289,889614,889614,629913,22267,237434,199741,199741,11421,13951,53514,61613,59242,674462,352158,47868,59043,245247,116257,62272,17951,22760,13274,71863,11817,15876,11511,32659,134184,72687,35188,26309,262505,125788,27042,90647,8099,57257,12094,33124,8864,3175,79460,29797,8035,41628,123967
2018-10-01,2018,10,NO,2160234,893900,893900,631393,22519,239988,199021,199021,11338,13952,53727,60946,59058,678982,354555,48005,59321,247229,116700,62464,18028,22827,13381,72571,11903,15978,11671,33019,135156,73461,35148,26547,264536,126275,27164,90922,8189,58034,12231,33648,8901,3254,80227,30112,8154,41961,123795
2018-11-01,2018,11,NO,2179063,901128,901128,635878,22710,242540,199893,199893,11375,13943,53937,61147,59491,684506,357530,48179,59703,249648,117725,63068,18163,23056,13438,73363,12153,16241,11732,33237,135888,73815,35470,26603,266211,126652,27141,91303,8208,58522,12315,33921,8974,3312,81037,30461,8189,42387,127325
2018-12-01,2018,12,NO,2184140,902117,902117,636676,22703,242738,200030,200030,11426,13926,54174,61093,59411,686422,358632,48379,59768,250485,117849,62940,18129,23115,13665,73800,12110,16353,11781,33556,136141,74125,35477,26539,267034,127042,27383,91464,8195,58507,12420,33921,8920,3246,81485,30730,8184,42571,128537
2019-01-01,2019,1,NO,2183823,902214,902214,636412,22715,243087,200623,200623,11443,13939,54555,61319,59367,685116,357530,48288,59657,249585,117619,63039,18104,22988,13488,73885,12198,16410,11791,33486,136082,73973,35466,26643,267348,127124,27370,91514,8240,58761,12494,33974,8986,3307,81463,30582,8213,42668,128522
2019-02-01,2019,2,NO,2196485,906340,906340,638756,22865,244719,202439,202439,11605,13998,55263,61797,59776,689816,361246,48880,60386,251980,117910,62900,18146,23218,13646,74011,12116,16379,11910,33606,136649,74295,35694,26660,268320,127432,27676,91549,8207,59098,12536,34221,9013,3328,81790,30763,8234,42793,129570
2019-03-01,2019,3,NO,2212858,912361,912361,642519,22939,246903,203475,203475,11590,14099,55642,62228,59916,695276,363833,48752,60794,254287,119156,63645,18342,23482,13687,74629,12260,16553,11907,33909,137658,75015,35825,26818,270836,128703,27809,92653,8241,59401,12634,34325,9058,3384,82732,31282,8314,43136,130910
2019-04-01,2019,4,NO,2218872,913586,913586,642167,23064,248355,204679,204679,11705,14198,56071,62500,60205,698527,365022,49226,61184,254612,120319,64061,18559,23872,13827,74877,12202,16537,12128,34010,138309,75254,36178,26877,271917,128843,27872,92682,8289,59766,12714,34497,9137,3418,83308,31255,8370,43683,130163
2019-05-01,2019,5,NO,2211535,712751,712751,471973,22032,218746,228186,228186,16200,17658,61015,62778,70535,777659,389314,56770,72174,260370,142240,69398,25119,31073,16650,84108,12441,17918,17072,36677,161997,83899,44049,34049,317889,143553,33631,98481,11441,70163,15388,41661,10069,3045,104173,37228,11425,55520,175050
2019-06-01,2019,6,NO,2219130,709891,709891,469065,21985,218841,228052,228052,16255,17804,60996,62887,70110,775200,387905,56568,72182,259155,141650,69515,24939,30886,16310,84068,12610,17852,17106,36500,161577,83717,43922,33938,317267,142487,33382,97586,11519,70152,15392,41635,10068,3057,104628,37781,11504,55343,188720
2019-07-01,2019,7,NO,2228967,708436,708436,467746,22028,218662,227597,227597,16244,17704,60937,62696,70016,773371,386710,56482,72003,258225,141784,69517,24990,30850,16427,84138,12717,17815,17165,36441,160739,83200,43705,33834,317654,142727,33327,97908,11492,69656,15358,41232,10039,3027,105271,38637,11448,55186,201909
2019-08-01,2019,8,NO,2240406,707028,707028,465792,22089,219147,226932,226932,16471,17718,60674,62221,69848,772109,385952,56263,71683,258006,141705,69661,24861,30717,16466,83817,12638,17717,17091,36371,160635,83289,43598,33748,317482,141413,33060,96901,11452,69871,15314,41475,10037,3045,106198,39583,11370,55245,216855
2019-09-01,2019,9,NO,2247534,704920,704920,463635,22025,219260,226050,226050,16245,17664,60394,62251,69496,769613,384562,56043,71457,257062,141214,69371,24615,30919,16309,83719,12680,17732,17048,36259,160118,82860,43386,33872,317634,141597,33039,97096,11462,69613,15263,41313,9982,3055,106424,40132,11396,54896,229317
2019-10-01,2019,10,NO,2248927,702302,702302,461372,21962,218968,224136,224136,16137,17535,59814,61825,68825,766750,383478,55970,71262,256246,141060,69163,24695,30868,16334,83388,12756,17679,16992,35961,158824,82249,43089,33486,316860,140482,32623,96468,11391,69391,15231,41146,9971,3043,106987,40840,11340,54807,238879
