Periodo de Cobertura,SFS_Total,SFS_Hombres,SFS_Mujeres,Reg_Subsidiado_Total,Reg_Subsidiado_Hombres,Reg_Subsidiado_Mujeres,RC_Total,RC_Hombres,RC_Mujeres,Year,Month,Poblacion Total proyectada,Porcentaje de Población Cubierta por el SFS,Total Seguro Familiar de Salud,Reg_Subsidiado,Reg_Contributivo,Reg_PensionadosJub,SFS,Tasa_Dep_Regimen_Subsidiado,RC_Tasa_Dependencia,RC_Tasa_Dependencia_Directa
2022-07-01,10333100,5151891,5181209,5848010,2913623,2934387,4485090,2238268,2246822,2022,7,10629172,0.9817760028720958,10435466,5848010,4485090.0,102366.0,0.495196981215947,0.1991310825604849,1.2050709222124605,1.0849409706738826
2022-08-01,10359158,5164848,5194310,5838975,2909272,2929703,4520183,2255576,2264607,2022,8,10636668,0.983550205759924,10461697,5838975,4520183.0,102539.0,0.4964680627614247,0.1985859540068639,1.204051291853337,1.0846487216044844
2022-09-01,10349474,5159667,5189807,5819693,2899993,2919700,4529781,2259674,2270107,2022,9,10644183,0.9819503291140336,10452059,5819693,4529781.0,102585.0,0.4968892048988225,0.1985859540068639,1.2039566096351133,1.0842521389873474
2022-10-01,10346208,5156812,5189396,5800090,2889305,2910785,4546118,2267507,2278611,2022,10,10651468,0.9823678764279252,10463660,5800090,4546118.0,117452.0,0.497216327636327,0.1985859540068639,1.2018159424578625,1.0828773781150214
2022-11-01,10350725,5158291,5192434,5792287,2885100,2907187,4558438,2273191,2285247,2022,11,10659023,0.9807831355650514,10454190,5792287,4558438.0,103465.0,0.4972921565154372,0.1985859540068639,1.2040627438292877,1.0828773781150214
2022-12-01,10339111,5151859,5187252,5770201,2873492,2896709,4568910,2278367,2290543,2022,12,10666343,0.9791113036586204,10443537,5770201,4568910.0,104426.0,0.4960019078777523,0.1985859540068639,1.2050648201469163,1.0828773781150214
2023-01-01,10354465,5159537,5194928,5792941,2885803,2907138,4561524,2273734,2287790,2023,1,10673929,0.9798132459178578,10458458,5792941,4561524.0,103993.0,0.4955032205892399,0.1959392977723055,1.1931553143890714,1.0748813279157416
2023-02-01,10330938,5147626,5183312,5768693,2873816,2894877,4562245,2273810,2288435,2023,2,10681537,0.9769568742775502,10435401,5768693,4562245.0,104463.0,0.4961885414528974,0.1957213325633658,1.192974782144318,1.0746205881490547
2023-03-01,10377426,5169205,5208221,5762075,2870554,2891521,4615351,2298651,2316700,2023,3,10688422,0.980697897285296,10482112,5762075,4615351.0,104686.0,0.4973973021982136,0.1944438974184634,1.1912708119287223,1.0736728508188036
2023-04-01,10343477,5155557,5187920,5793593,2886833,2906760,4549884,2268724,2281160,2023,4,10696063,0.9768423203939618,10448367,5793593,4549884.0,104890.0,0.493433699539559,0.1958447975858503,1.1861829713626757,1.0670459350374784
2023-05-01,10387477,5175279,5212198,5789490,2884280,2905210,4597987,2290999,2306988,2023,5,10703476,0.984839597902588,10541207,5789490,4597987.0,153730.0,0.4962496805832959,0.1961489289081979,1.1871908645754945,1.069470858144241
2023-06-01,10373391,5166442,5206949,5772009,2874599,2897410,4601382,2291843,2309539,2023,6,10711155,0.9783071946956234,10478800,5772009,4601382.0,105409.0,0.4962036687267719,0.1954516986074624,1.186103125521122,1.0680510045214988
2023-07-01,10349588,5155670,5193918,5776222,2874725,2901497,4573366,2280945,2292421,2023,7,10717991,0.9758213083030206,10458844,5776222,4573366.0,109256.0,0.4939633538575019,0.194110795826892,1.187850151194993,1.0688297206157638
2023-08-01,10351757,5159796,5191961,5799367,2885984,2913383,4552390,2273812,2278578,2023,8,10725073,0.9754510761838172,10461784,5799367,4552390.0,110027.0,0.4900430916413846,0.1919955340507052,1.1865171842069366,1.0667075562864667
2023-09-01,10361122,5160395,5200727,5792752,2882095,2910657,4568370,2278300,2290070,2023,9,10732171,0.975849154844812,10472980,5792752,4568370.0,111858.0,0.490682159258112,0.1912803511353019,1.1879543900182188,1.068044276625459
2023-10-01,10354794,5158610,5196184,5774747,2872476,2902271,4580047,2286134,2293913,2023,10,10739055,0.97479163669429,10468341,5774747,4580047.0,113547.0,0.4955833555520827,0.1959699741431354,1.1860996039763694,1.0666195084953918
2023-11-01,10360057,5163070,5196987,5780813,2875667,2905146,4579244,2287403,2291841,2023,11,10746189,0.9746854443003004,10474154,5780813,4579244.0,114097.0,0.4937700327733649,0.1942947596633884,1.1856370393952136,1.065693531689571
2023-12-01,10267254,5109709,5157545,5690186,2824789,2865397,4577068,2284920,2292148,2023,12,10753109,0.965228381856819,10379206,5690186,4577068.0,111952.0,0.4951455207905567,0.1930939521339643,1.18185129023816,1.0615485527395243
