Periodo de Cobertura,Total_Capitas_Dispersadas,Total_Capitas_Dispersada_mes,Total_Capitas_Dispersada_posterior,Titulares_Total_capitas,Titulares_Dispersadas_mes_capitas,Titulares_Dispersadas_posterior_capitas,Dependientes_Total_capitas,Dependientes_Dispersadas_mes_capitas,Dependientess_Dispersadas_posterior_capitas,Adicionales_Total_capitas,Adicionales_Dispersadas_mes_capitas,Adicionales_Dispersadas_posterior_capitas,Year,Month,Total_Monto_Dispersadas,Total_Monto_Dispersada_mes,Total_Monto_Dispersada_posterior,Titulares_Total_monto,Titulares_Dispersadas_mes_monto,Titulares_Dispersadas_posterior_monto,Dependientes_Total_monto,Dependientes_Dispersadas_mes_monto,Dependientess_Dispersadas_posterior_monto,Adicionales_Total_monto,Adicionales_Dispersadas_mes_monto,Adicionales_Dispersadas_posterior_monto,Tipo_de_ARS
2022-07-01,1412736,1390645,22091,652392,641851,10541,680133,668881,11252,80211,79913,298,2022,7,1875844970,1846512336,29332634,866252615,852256176,13996439,903087391,888146880,14940511,106504964,106109280,395684,Publica
2022-08-01,1432490,1413707,18783,661412,652713,8699,690219,680362,9857,80859,80632,227,2022,8,1902535391,1877134290,25401101,878409924,866678848,11731076,916760082,903391467,13368615,107365385,107063975,301410,Publica
2022-09-01,1449152,1426680,22472,668590,658217,10373,698580,686852,11728,81982,81611,371,2022,9,1927786156,1894359969,33426187,889444331,873987114,15457217,929485311,912008954,17476357,108856514,108363901,492613,Publica
2022-10-01,1467739,1444213,23526,677426,666516,10910,707366,695053,12313,82947,82644,303,2022,10,2173671792,2138663958,35007834,1009459574,993202152,16257422,1054074366,1035726277,18348089,110137852,109735529,402323,Publica
2022-11-01,1482605,1460331,22274,684197,674022,10175,714460,702718,11742,83948,83591,357,2022,11,2209289000,2176097635,33191365,1019549313,1004387143,15162170,1064645418,1047148200,17497218,125094269,124562292,531977,Publica
2022-12-01,1502010,1476846,25164,693305,681110,12195,723514,710902,12612,85191,84834,357,2022,12,2238205169,2200707297,37497872,1033121508,1014949255,18172253,1078137147,1059343506,18793641,126946514,126414536,531978,Publica
2023-01-01,1532013,1504652,27361,705537,692402,13135,739247,725444,13803,87229,86806,423,2023,1,2282913839,2242142130,40771709,1051348901,1031775916,19572985,1101581520,1081013122,20568398,129983418,129353092,630326,Publica
2023-02-01,1557488,1527000,30488,715573,700931,14642,752958,737663,15295,88957,88406,551,2023,2,2416329670,2368952388,47377282,1112816192,1090045835,22770357,1170955097,1147169237,23785860,132558381,131737316,821065,Publica
2023-03-01,1591422,1571518,19904,729073,719761,9312,771453,761152,10301,90896,90605,291,2023,3,2468975754,2438041176,30934578,1133810580,1119329121,14481459,1199717412,1183697921,16019491,135447762,135014134,433628,Publica
2023-04-01,1593450,1563026,30424,730651,715489,15162,770228,755411,14817,92571,92126,445,2023,4,2478037822,2430724252,47313570,1136264592,1112685563,23579029,1197812368,1174769862,23042506,143960862,143268827,692035,Publica
2023-05-01,1621719,1597259,24460,742529,730497,12032,785999,773927,12072,93191,92835,356,2023,5,2522000073,2483961359,38038714,1154736544,1136025104,18711440,1222338481,1203564834,18773647,144925048,144371421,553627,Publica
2023-06-01,1628594,1605418,23176,745279,734338,10941,788599,776755,11844,94716,94325,391,2023,6,2532691663,2496649747,36041916,1159013181,1141998397,17014784,1226381844,1207962770,18419074,147296638,146688580,608058,Publica
2023-07-01,1631487,1602648,28839,745118,730931,14187,790494,776324,14170,95875,95393,482,2023,7,2537190686,2492342010,44848676,1158762804,1136700035,22062769,1229328836,1207292505,22036331,149099046,148349470,749576,Publica
2023-08-01,1634942,1610247,24695,745386,733743,11643,792814,780226,12588,96742,96278,464,2023,8,2542563694,2504159518,38404176,1159179581,1141073089,18106492,1232936762,1213360661,19576101,150447351,149725768,721583,Publica
2023-09-01,1649362,1624008,25354,750622,738820,11802,800709,787620,13089,98031,97568,463,2023,9,2564988814,2525559799,39429015,1167322294,1148968534,18353760,1245214592,1224859366,20355226,152451928,151731899,720029,Publica
2023-10-01,1661711,1639155,22556,757066,746559,10507,805737,794082,11655,98908,98514,394,2023,10,2584193240,2549115505,35077735,1177343618,1161003763,16339855,1253033836,1234908681,18125155,153815786,153203061,612725,Publica
2023-11-01,1669205,1649242,19963,760032,750474,9558,809145,799114,10031,100028,99654,374,2023,11,2598356419,2564802202,33554217,1183180352,1167092136,16088216,1259618524,1242734145,16884379,155557543,154975921,581622,Publica
2023-12-01,1658605,1658605,0,755082,755082,0,802702,802702,0,100821,100821,0,2023,12,2582256561,2582256561,0,1175713594,1175713594,0,1249752198,1249752198,0,156790769,156790769,0,Publica
