Periodo de Cobertura,Total_Capitas_Dispersadas,Total_Capitas_Dispersada_mes,Total_Capitas_Dispersada_posterior,Titulares_Total_capitas,Titulares_Dispersadas_mes_capitas,Titulares_Dispersadas_posterior_capitas,Dependientes_Total_capitas,Dependientes_Dispersadas_mes_capitas,Dependientess_Dispersadas_posterior_capitas,Adicionales_Total_capitas,Adicionales_Dispersadas_mes_capitas,Adicionales_Dispersadas_posterior_capitas,Year,Month,Total_Monto_Dispersadas,Total_Monto_Dispersada_mes,Total_Monto_Dispersada_posterior,Titulares_Total_monto,Titulares_Dispersadas_mes_monto,Titulares_Dispersadas_posterior_monto,Dependientes_Total_monto,Dependientes_Dispersadas_mes_monto,Dependientess_Dispersadas_posterior_monto,Adicionales_Total_monto,Adicionales_Dispersadas_mes_monto,Adicionales_Dispersadas_posterior_monto,Tipo_de_ARS
2007-09-01,870326,851540,18786,492087,483110,8977,378198,368389,9809,41,41,0,2007,9,420654625,411574827,9079798,237840407,233501556,4338851,182794402,178053455,4740947,19816,19816,0,Privada
2007-10-01,915549,882239,33310,523959,503508,20451,391478,378619,12859,112,112,0,2007,10,442512221,426412574,16099647,253245090,243360521,9884569,189212999,182997921,6215078,54132,54132,0,Privada
2007-11-01,937872,868564,69308,532222,486581,45641,405101,381452,23649,549,531,18,2007,11,453301594,419803037,33498557,257238843,235179194,22059649,195797404,184367195,11430209,265347,256648,8699,Privada
2007-12-01,971066,944284,26782,548537,532498,16039,421679,410947,10732,850,839,11,2007,12,469345250,456400784,12944466,265124375,257372258,7752117,203810046,198623013,5187033,410829,405513,5316,Privada
2008-01-01,984699,956969,27730,554826,539347,15479,428711,416460,12251,1162,1162,0,2008,1,610513380,593320780,17192600,343992120,334395140,9596980,265800820,258205200,7595620,720440,720440,0,Privada
2008-02-01,1007525,968504,39021,560259,536917,23342,444838,429170,15668,2428,2417,11,2008,2,624665500,600472480,24193020,347360580,332888540,14472040,275799560,266085400,9714160,1505360,1498540,6820,Privada
2008-03-01,1018338,988808,29530,564436,547458,16978,450719,438177,12542,3183,3173,10,2008,3,631369560,613060960,18308600,349950320,339423960,10526360,279445780,271669740,7776040,1973460,1967260,6200,Privada
2008-04-01,1041019,1011736,29283,576019,558828,17191,460846,448764,12082,4154,4144,10,2008,4,645431780,627276320,18155460,357131780,346473360,10658420,285724520,278233680,7490840,2575480,2569280,6200,Privada
2008-05-01,1059838,1025131,34707,574990,553427,21563,479870,466749,13121,4978,4955,23,2008,5,657099560,635581220,21518340,356493800,343124740,13369060,297519400,289384380,8135020,3086360,3072100,14260,Privada
2008-06-01,1069121,1045164,23957,577855,564173,13682,485292,475031,10261,5974,5960,14,2008,6,662855020,648001680,14853340,358270100,349787260,8482840,300881040,294519220,6361820,3703880,3695200,8680,Privada
2008-07-01,1089472,1057021,32451,584763,565292,19471,497090,484154,12936,7619,7575,44,2008,7,675472640,655353020,20119620,362553060,350481040,12072020,308195800,300175480,8020320,4723780,4696500,27280,Privada
2008-08-01,1079776,1050060,29716,591599,574638,16961,479368,466624,12744,8809,8798,11,2008,8,669461120,651037200,18423920,366791380,356275560,10515820,297208160,289306880,7901280,5461580,5454760,6820,Privada
2008-09-01,1084760,1048195,36565,592415,570694,21721,483065,468255,14810,9280,9246,34,2008,9,672551200,649880900,22670300,367297300,353830280,13467020,299500300,290318100,9182200,5753600,5732520,21080,Privada
2008-10-01,1095863,1070172,25691,596154,581845,14309,489499,478143,11356,10210,10184,26,2008,10,679435060,663506640,15928420,369615480,360743900,8871580,303489380,296448660,7040720,6330200,6314080,16120,Privada
2008-11-01,1127983,1093249,34734,616558,596358,20200,500006,485508,14498,11419,11383,36,2008,11,699349460,677814380,21535080,382265960,369741960,12524000,310003720,301014960,8988760,7079780,7057460,22320,Privada
2008-12-01,1142221,1098960,43261,619963,594705,25258,509723,491829,17894,12535,12426,109,2008,12,708177020,681355200,26821820,384377060,368717100,15659960,316028260,304933980,11094280,7771700,7704120,67580,Privada
2009-01-01,1169817,1134238,35579,626817,606511,20306,529659,514467,15192,13341,13260,81,2009,1,725286540,703227560,22058980,388626540,376036820,12589720,328388580,318969540,9419040,8271420,8221200,50220,Privada
2009-02-01,1183742,1148709,35033,630351,609914,20437,538766,524193,14573,14625,14602,23,2009,2,733920040,712199580,21720460,390817620,378146680,12670940,334034920,324999660,9035260,9067500,9053240,14260,Privada
2009-03-01,1189965,1160854,29111,629527,612093,17434,544275,532675,11600,16163,16086,77,2009,3,737778300,719729480,18048820,390306740,379497660,10809080,337450500,330258500,7192000,10021060,9973320,47740,Privada
2009-04-01,1219954,1197654,22300,639097,626657,12440,562899,553182,9717,17958,17815,143,2009,4,756371480,742545480,13826000,396240140,388527340,7712800,348997380,342972840,6024540,11133960,11045300,88660,Privada
2009-05-01,1234220,1199560,34660,642934,624299,18635,571457,555655,15802,19829,19606,223,2009,5,765216400,743727200,21489200,398619080,387065380,11553700,354303340,344506100,9797240,12293980,12155720,138260,Privada
2009-06-01,1242468,1232667,9801,641111,636961,4150,579775,574151,5624,21582,21555,27,2009,6,770330160,764253540,6076620,397488820,394915820,2573000,359460500,355973620,3486880,13380840,13364100,16740,Privada
2009-07-01,1286490,1271929,14561,659291,652545,6746,603767,596046,7721,23432,23338,94,2009,7,797623800,788595980,9027820,408760420,404577900,4182520,374335540,369548520,4787020,14527840,14469560,58280,Privada
2009-08-01,1376167,1340833,35334,707841,688302,19539,643114,627405,15709,25212,25126,86,2009,8,909841971,886457739,23384232,468527008,455593976,12933032,425683523,415285643,10397880,15631440,15578120,53320,Privada
2009-09-01,1395192,1360845,34347,714730,695727,19003,653641,638360,15281,26821,26758,63,2009,9,922367383,899635485,22731898,473086915,460508658,12578257,432651448,422536867,10114581,16629020,16589960,39060,Privada
2009-10-01,1411136,1374422,36714,717602,698117,19485,665259,648194,17065,28275,28111,164,2009,10,932859934,908565533,24294401,474987916,462090623,12897293,440341518,429046090,11295428,17530500,17428820,101680,Privada
2009-11-01,1429792,1392647,37145,723584,704017,19567,676380,659084,17296,29828,29546,282,2009,11,946393537,921806974,24586563,478947464,465995892,12951572,447702625,436254290,11448335,19743448,19556792,186656,Privada
2009-12-01,1449454,1407109,42345,728661,706432,22229,689473,669665,19808,31320,31012,308,2009,12,1043886247,1013353615,30532632,525714314,509676559,16037755,497440916,483149904,14291012,20731017,20527152,203865,Privada
2010-01-01,1474660,1430875,43785,736046,712747,23299,706351,685978,20373,32263,32150,113,2010,1,1062015698,1030432518,31583180,531042442,514232705,16809737,509618056,494919407,14698649,21355200,21280406,74794,Privada
2010-02-01,1492107,1442368,49739,744683,719185,25498,713898,689954,23944,33526,33229,297,2010,2,1076525265,1040639662,35885603,537273866,518877593,18396273,515063063,497788011,17275052,24188336,23974058,214278,Privada
2010-03-01,1515076,1478605,36471,753517,734142,19375,726752,709881,16871,34807,34582,225,2010,3,1093096946,1066783934,26313012,543647418,529668770,13978648,524336977,512164943,12172034,25112551,24950221,162330,Privada
2010-04-01,1541291,1513610,27681,764275,749826,14449,740586,727543,13043,36430,36241,189,2010,4,1112010543,1092039341,19971202,551409100,540984462,10424638,534317932,524907723,9410209,26283511,26147156,136355,Privada
2010-05-01,1554508,1515758,38750,768012,745795,22217,748451,732093,16358,38045,37870,175,2010,5,1121546342,1093589080,27957262,554105268,538076176,16029092,539992372,528190457,11801915,27448702,27322447,126255,Privada
2010-06-01,1570826,1515299,55527,772306,741158,31148,758944,734972,23972,39576,39169,407,2010,6,1133319452,1093257921,40061531,557203304,534730673,22472631,547562859,530267598,17295261,28553289,28259650,293639,Privada
2010-07-01,1581360,1532581,48779,774248,748847,25401,766270,743334,22936,40842,40400,442,2010,7,1140919521,1105726539,35192982,558604420,540278133,18326287,552848418,536300614,16547804,29466683,29147792,318891,Privada
2010-08-01,1593192,1547125,46067,776083,752706,23377,775083,752887,22196,42026,41532,494,2010,8,1149456072,1116219743,33236329,559928334,543062324,16866010,559206824,543192912,16013912,30320914,29964507,356407,Privada
2010-09-01,1610910,1569366,41544,781107,760502,20605,786660,766250,20410,43143,42614,529,2010,9,1162239254,1132266180,29973074,563553048,548686982,14866066,567559399,552834050,14725349,31126807,30745148,381659,Privada
2010-10-01,1624723,1585605,39118,785781,766968,18813,794742,774916,19826,44200,43721,479,2010,10,1172205059,1143982294,28222765,566925252,553352072,13573180,573390398,559086395,14304003,31889409,31543827,345582,Privada
2010-11-01,1642776,1607557,35219,790829,773866,16963,806585,788695,17890,45362,44996,366,2010,11,1185229936,1159820223,25409713,570567281,558328841,12238440,581934886,569027668,12907218,32727769,32463714,264055,Privada
2010-12-01,1660341,1629518,30823,797368,783225,14143,816530,800225,16305,46443,46068,375,2010,12,1197902736,1175664646,22238090,575285040,565081173,10203867,589110006,577346333,11763673,33507690,33237140,270550,Privada
2011-01-01,1674082,1632340,41742,804910,784243,20667,822189,801519,20670,46983,46578,405,2011,1,1207816589,1177700662,30115927,580726444,565815639,14910805,593192856,578279928,14912928,33897289,33605095,292194,Privada
2011-02-01,1688596,1644165,44431,810064,787247,22817,830326,809220,21106,48206,47698,508,2011,2,1218288154,1186232163,32055991,584444953,567982965,16461988,599063544,583836045,15227499,34779657,34413153,366504,Privada
2011-03-01,1707328,1666490,40838,816073,796000,20073,841528,821266,20262,49727,49224,503,2011,3,1231802919,1202339204,29463715,588780327,574298080,14482247,607145566,592526993,14618573,35877026,35514131,362895,Privada
2011-04-01,1734183,1694882,39301,827323,808151,19172,855511,835847,19664,51349,50884,465,2011,4,1251178265,1222823464,28354801,596896973,583064783,13832190,617234026,603046893,14187133,37047266,36711788,335478,Privada
2011-05-01,1737822,1677217,60605,825833,794282,31551,859508,831054,28454,52481,51881,600,2011,5,1253803729,1210078519,43725210,595821970,573058577,22763393,620117778,599588839,20528939,37863981,37431103,432878,Privada
2011-06-01,1753697,1699669,54028,830003,801350,28653,869661,844848,24813,54033,53471,562,2011,6,1265257230,1226277190,38980040,598830544,578157998,20672546,627442967,609540935,17902032,38983719,38578257,405462,Privada
2011-07-01,1775048,1729079,45969,836448,815158,21290,882898,858942,23956,55702,54979,723,2011,7,1280661537,1247495915,33165622,603480479,588120193,15360286,636993190,619709474,17283716,40187868,39666248,521620,Privada
2011-08-01,1795741,1751217,44524,844540,824030,20510,893853,870516,23337,57348,56671,677,2011,8,1295591123,1263468040,32123083,609318692,594521164,14797528,644897005,628059883,16837122,41375426,40886993,488433,Privada
2011-09-01,1813043,1763691,49352,848972,826434,22538,905316,879325,25991,58755,57932,823,2011,9,1308074173,1272467782,35606391,612516294,596255602,16260692,653167330,634415401,18751929,42390549,41796779,593770,Privada
2011-10-01,1821206,1760368,60838,855089,828540,26549,905774,872207,33567,60343,59621,722,2011,10,1313963618,1270070304,43893314,616929589,597775039,19154550,653497770,629279906,24217864,43536259,43015359,520900,Privada
2011-11-01,1827366,1771418,55948,856789,830499,26290,908500,879677,28823,62077,61242,835,2011,11,1441024207,1396904805,44119402,675646646,654914901,20731745,716424888,693695688,22729200,48952673,48294216,658457,Privada
2011-12-01,1844352,1784725,59627,865305,838148,27157,915312,883860,31452,63735,62717,1018,2011,12,1454419024,1407398438,47020586,682362193,660946749,21415444,721796692,696994318,24802374,50260139,49457371,802768,Privada
2012-01-01,1853959,1787708,66251,868954,837608,31346,920236,886376,33860,64769,63724,1045,2012,1,1461994907,1409750773,52244134,685239720,660520916,24718804,725679659,698978386,26701273,51075528,50251471,824057,Privada
2012-02-01,1864238,1803095,61143,871177,841206,29971,926934,896997,29937,66127,64892,1235,2012,2,1470100732,1421884654,48216078,686992738,663358227,23634511,730961572,707353894,23607678,52146422,51172533,973889,Privada
2012-03-01,1885911,1836988,48923,878158,855301,22857,939970,914706,25264,67783,66981,802,2012,3,1487191615,1448611995,38579620,692497815,674473262,18024553,741241491,721318857,19922634,53452309,52819876,632433,Privada
2012-04-01,1904425,1850160,54265,885362,859903,25459,949688,921907,27781,69375,68350,1025,2012,4,1501791394,1458999172,42792222,698178745,678102307,20076438,748904920,726997422,21907498,54707729,53899443,808286,Privada
2012-05-01,1918915,1866675,52240,889670,865256,24414,958153,931300,26853,71092,70119,973,2012,5,1513217914,1472022571,41195343,701575950,682323576,19252374,755580244,734404554,21175690,56061720,55294441,767279,Privada
2012-06-01,1927310,1884877,42433,890309,871601,18708,964426,941636,22790,72575,71640,935,2012,6,1519838043,1486376303,33461740,702079851,687327116,14752735,760527007,742555316,17971691,57231185,56493871,737314,Privada
2012-07-01,1884101,1811284,72817,862963,827789,35174,948320,911912,36408,72818,71583,1235,2012,7,1485764302,1428342335,57421967,680515344,652777849,27737495,747826148,719115564,28710584,57422810,56448922,973888,Privada
2012-08-01,1962354,1903903,58451,904022,876402,27620,983190,953965,29225,75142,73536,1606,2012,8,1547473043,1501379826,46093217,712893647,691113089,21780558,775323928,752277719,23046209,59255468,57989018,1266450,Privada
2012-09-01,1970819,1928841,41978,904970,886696,18274,989494,966635,22859,76355,75510,845,2012,9,1554148379,1521045434,33102945,713641224,699230731,14410493,780295138,762269028,18026110,60212017,59545675,666342,Privada
2012-10-01,1976876,1927666,49210,905196,883909,21287,994567,967633,26934,77113,76124,989,2012,10,1558924804,1520118853,38805951,713819442,697032959,16786483,784295603,763056031,21239572,60809759,60029863,779896,Privada
2012-11-01,1995674,1941875,53799,913598,890569,23029,1003706,974169,29537,78370,77137,1233,2012,11,1573748528,1531323787,42424741,720445091,702284902,18160189,791502431,768210190,23292241,61801006,60828695,972311,Privada
2012-12-01,2016606,1962459,54147,923634,899817,23817,1013389,984248,29141,79583,78394,1189,2012,12,1590255089,1547555916,42699173,728359281,709577689,18781592,799138257,776158287,22979970,62757551,61819940,937611,Privada
2013-01-01,2023544,1967228,56316,925834,898856,26978,1017409,989289,28120,80301,79083,1218,2013,1,1595726262,1551316655,44409607,730094160,708819864,21274296,802308348,780133519,22174829,63323754,62363272,960482,Privada
2013-02-01,2041289,1986518,54771,932738,908181,24557,1026951,997946,29005,81600,80391,1209,2013,2,1609719611,1566528362,43191249,735538514,716173372,19365142,809832979,786960256,22872723,64348118,63394734,953384,Privada
