Periodo de Cobertura,Total_Capitas_Dispersadas,Total_Capitas_Dispersada_mes,Total_Capitas_Dispersada_posterior,Titulares_Total_capitas,Titulares_Dispersadas_mes_capitas,Titulares_Dispersadas_posterior_capitas,Dependientes_Total_capitas,Dependientes_Dispersadas_mes_capitas,Dependientess_Dispersadas_posterior_capitas,Adicionales_Total_capitas,Adicionales_Dispersadas_mes_capitas,Adicionales_Dispersadas_posterior_capitas,Year,Month,Total_Monto_Dispersadas,Total_Monto_Dispersada_mes,Total_Monto_Dispersada_posterior,Titulares_Total_monto,Titulares_Dispersadas_mes_monto,Titulares_Dispersadas_posterior_monto,Dependientes_Total_monto,Dependientes_Dispersadas_mes_monto,Dependientess_Dispersadas_posterior_monto,Adicionales_Total_monto,Adicionales_Dispersadas_mes_monto,Adicionales_Dispersadas_posterior_monto,Tipo_de_ARS
2020-01-01,152115,151491,624,65108,64787,321,66326,66027,299,20681,20677,4,2020,1,177641393,176912703,728690,76033759,75658906,374853,77456159,77106990,349169,24151475,24146807,4668,Autogestion
2020-02-01,154180,153408,772,66379,65950,429,67049,66712,337,20752,20746,6,2020,2,180052921,179151395,901526,77518045,77017069,500976,78300486,77906940,393546,24234390,24227386,7004,Autogestion
2020-03-01,154573,153923,650,66808,66402,406,66815,66578,237,20950,20943,7,2020,3,180511868,179752817,759051,78019036,77544919,474117,78027215,77750454,276761,24465617,24457444,8173,Autogestion
2020-04-01,156358,153612,2746,67694,65722,1972,67374,66704,670,21290,21186,104,2020,4,182596406,179389628,3206778,79053715,76750808,2302907,78680020,77897598,782422,24862671,24741222,121449,Autogestion
2020-05-01,155647,153896,1751,66887,65818,1069,67444,66849,595,21316,21229,87,2020,5,181766096,179721286,2044810,78111294,76862918,1248376,78761766,78066930,694836,24893036,24791438,101598,Autogestion
2020-06-01,157361,156424,937,67421,66941,480,68369,67921,448,21571,21562,9,2020,6,183767728,182673511,1094217,78734905,78174369,560536,79841995,79318823,523172,25190828,25180319,10509,Autogestion
2020-07-01,158402,157561,841,68192,67715,477,68605,68247,358,21605,21599,6,2020,7,184983421,184001311,982110,79635288,79078254,557034,80117600,79699529,418071,25230533,25223528,7005,Autogestion
2020-08-01,159159,157906,1253,68468,67754,714,68942,68408,534,21749,21744,5,2020,8,185867453,184404204,1463249,79957605,79123798,833807,80511151,79887546,623605,25398697,25392860,5837,Autogestion
2020-09-01,159553,158560,993,68505,67938,567,69247,68826,421,21801,21796,5,2020,9,186327573,185167952,1159621,80000815,79338675,662140,80867335,80375691,491644,25459423,25453586,5837,Autogestion
2020-10-01,159994,159034,960,68781,68296,485,69933,69463,470,21280,21275,5,2020,10,186842568,185721494,1121074,80323124,79756751,566373,81668450,81119586,548864,24850994,24845157,5837,Autogestion
2020-11-01,158951,157730,1221,68052,67351,701,69415,68928,487,21484,21451,33,2020,11,185624545,184198670,1425875,79471793,78653171,818622,81063523,80494807,568716,25089229,25050692,38537,Autogestion
2020-12-01,160369,159567,802,68972,68499,473,69905,69579,326,21492,21489,3,2020,12,187280503,186343937,936566,80546179,79993817,552362,81635752,81255051,380701,25098572,25095069,3503,Autogestion
2021-01-01,162460,161225,1235,71177,70399,778,70023,69572,451,21260,21254,6,2021,1,189722391,188280166,1442225,83121202,82212656,908546,81773550,81246877,526673,24827639,24820633,7006,Autogestion
2021-02-01,156668,155287,1381,70024,69189,835,65424,64885,539,21220,21213,7,2021,2,182958431,181345710,1612721,81774714,80799606,975108,76402791,75773351,629440,24780926,24772753,8173,Autogestion
2021-03-01,158142,157138,1004,72017,71591,426,64757,64182,575,21368,21365,3,2021,3,184679786,183507326,1172460,84102160,83604685,497475,75623864,74952381,671483,24953762,24950260,3502,Autogestion
2021-04-01,165497,162248,3249,75324,74708,616,68589,65957,2632,21584,21583,1,2021,4,193269031,189474836,3794195,87964108,87244749,719359,80098913,77025244,3073669,25206010,25204843,1167,Autogestion
2021-05-01,169713,166583,3130,77758,77190,568,70237,67677,2560,21718,21716,2,2021,5,198192515,194537291,3655224,90806557,90143253,663304,82023463,79033877,2989586,25362495,25360161,2334,Autogestion
2021-06-01,171479,170454,1025,80639,80026,613,68872,68465,407,21968,21963,5,2021,6,200254871,199057885,1196986,94171021,93455163,715858,80429402,79954111,475291,25654448,25648611,5837,Autogestion
2021-07-01,174975,173741,1234,82741,82115,626,70054,69451,603,22180,22175,5,2021,7,204337533,202896476,1441057,96625757,95894718,731039,81809753,81105572,704181,25902023,25896186,5837,Autogestion
2021-08-01,177226,176160,1066,84204,83621,583,71142,70662,480,21880,21877,3,2021,8,206966279,205721409,1244870,98334265,97653440,680825,83080333,82519790,560543,25551681,25548179,3502,Autogestion
2021-09-01,179132,177447,1685,85045,84306,739,71870,70928,942,22217,22213,4,2021,9,209192125,207224379,1967746,99316394,98453389,863005,83930498,82830427,1100071,25945233,25940563,4670,Autogestion
2021-10-01,181668,180658,1010,86316,85746,570,72894,72458,436,22458,22454,4,2021,10,237627290,236286857,1340433,114611240,113854396,756844,96789375,96210456,578919,26226675,26222005,4670,Autogestion
2021-11-01,183499,182725,774,87560,87107,453,73418,73100,318,22521,22518,3,2021,11,240048433,239021201,1027232,116263034,115661545,601489,97485151,97062911,422240,26300248,26296745,3503,Autogestion
2021-12-01,185072,183821,1251,88808,88124,684,73772,73208,564,22492,22489,3,2021,12,245740437,244079361,1661076,117920141,117011928,908213,97955194,97206314,748880,29865102,29861119,3983,Autogestion
2022-01-01,190374,189026,1348,93177,92477,700,74510,73866,644,22687,22683,4,2022,1,252780489,250990612,1789877,123721345,122791885,929460,98935120,98080013,855107,30124024,30118714,5310,Autogestion
2022-02-01,191172,188622,2550,93794,92307,1487,74800,73780,1020,22578,22535,43,2022,2,253840081,250454176,3385905,124540604,122566157,1974447,99320184,97965821,1354363,29979293,29922198,57095,Autogestion
2022-03-01,192506,191593,913,94267,93826,441,75609,75140,469,22630,22627,3,2022,3,255611379,254399100,1212279,125168658,124583101,585557,100394383,99771643,622740,30048338,30044356,3982,Autogestion
2022-04-01,192678,191279,1399,94081,93394,687,75910,75206,704,22687,22679,8,2022,4,255839765,253982167,1857598,124921687,124009487,912200,100794054,99859278,934776,30124024,30113402,10622,Autogestion
2022-05-01,190488,189517,971,92055,91500,555,75694,75285,409,22739,22732,7,2022,5,252931859,251642566,1289293,122231543,121494615,736928,100507246,99964175,543071,30193070,30183776,9294,Autogestion
2022-06-01,191089,190223,866,92449,91935,514,75998,75654,344,22642,22634,8,2022,6,253729870,252580000,1149870,122754698,122072212,682486,100910900,100454137,456763,30064272,30053651,10621,Autogestion
2022-07-01,193261,192005,1256,93813,93187,626,76798,76173,625,22650,22645,5,2022,7,256613876,254946158,1667718,124565833,123734630,831203,101973147,101143271,829876,30074896,30068257,6639,Autogestion
2022-08-01,194282,193410,872,94348,93867,481,77192,76804,388,22742,22739,3,2022,8,257984258,256811731,1172527,125288023,124637541,650482,102499182,101981119,518063,30197053,30193071,3982,Autogestion
2022-09-01,195135,194278,857,94734,94202,532,77542,77220,322,22859,22856,3,2022,9,259240824,257964270,1276554,125875107,125082357,792750,103013310,102533488,479822,30352407,30348425,3982,Autogestion
2022-10-01,196573,195355,1218,95537,94807,730,79396,78912,484,21640,21636,4,2022,10,289408460,287594126,1814334,142363501,141275702,1087799,118311152,117589927,721225,28733807,28728497,5310,Autogestion
2022-11-01,193385,192216,1169,93510,92931,579,78107,77517,590,21768,21768,0,2022,11,288170715,286428749,1741966,139342987,138480200,862787,116390361,115511182,879179,32437367,32437367,0,Autogestion
2022-12-01,194099,193070,1029,94309,93640,669,77961,77605,356,21829,21825,4,2022,12,289234675,287701328,1533347,140533609,139536709,996900,116172801,115642314,530487,32528265,32522305,5960,Autogestion
2023-01-01,194838,193710,1128,94953,94289,664,78021,77563,458,21864,21858,6,2023,1,290335887,288655018,1680869,141493258,140503810,989448,116262209,115579728,682481,32580420,32571480,8940,Autogestion
2023-02-01,195168,193648,1520,95243,94286,957,78053,77495,558,21872,21867,5,2023,2,302091876,299728395,2363481,148116195,146627930,1488265,121383340,120515574,867766,32592341,32584891,7450,Autogestion
2023-03-01,197271,196167,1104,96688,96103,585,78648,78131,517,21935,21933,2,2023,3,305358236,303641502,1716734,150363370,149453619,909751,122308646,121504643,804003,32686220,32683240,2980,Autogestion
2023-04-01,197178,195877,1301,97511,96745,766,77669,77138,531,21998,21994,4,2023,4,306639387,304616157,2023230,151643252,150452019,1191233,120786166,119960389,825777,34209969,34203749,6220,Autogestion
2023-05-01,198761,197729,1032,98748,98114,634,77992,77601,391,22021,22014,7,2023,5,309101173,307496275,1604898,153566961,152581005,985956,121288476,120680419,608057,34245736,34234851,10885,Autogestion
2023-06-01,200285,199269,1016,99930,99274,656,78239,77885,354,22116,22110,6,2023,6,311471206,309891191,1580015,155405137,154384968,1020169,121672594,121122078,550516,34393475,34384145,9330,Autogestion
2023-07-01,200676,199236,1440,99917,99016,901,78550,78015,535,22209,22205,4,2023,7,312079267,309839872,2239395,155384920,153983742,1401178,122156244,121324247,831997,34538103,34531883,6220,Autogestion
2023-08-01,201053,199944,1109,99988,99312,676,78794,78368,426,22271,22264,7,2023,8,312665555,310940910,1724645,155495336,154444063,1051273,122535698,121873211,662487,34634521,34623636,10885,Autogestion
2023-09-01,202830,201500,1330,100839,100135,704,79697,79078,619,22294,22287,7,2023,9,315429040,313360708,2068332,156818760,155723943,1094817,123939990,122977360,962630,34670290,34659405,10885,Autogestion
2023-10-01,202389,201346,1043,101059,100376,683,80249,79895,354,21081,21075,6,2023,10,314743226,313121217,1622009,157160892,156098732,1062160,124798429,124247910,550519,32783905,32774575,9330,Autogestion
2023-11-01,198738,197731,1007,98822,98185,637,78840,78475,365,21076,21071,5,2023,11,309193746,307499385,1694361,153763631,152691420,1072211,122653986,122039611,614375,32776129,32768354,7775,Autogestion
2023-12-01,198299,198299,0,98717,98717,0,78475,78475,0,21107,21107,0,2023,12,308546391,308546391,0,153610844,153610844,0,122111208,122111208,0,32824339,32824339,0,Autogestion
