Periodo de Cobertura,Ingresos en Salud,Gasto en Salud,Porcentaje (%) de Siniestralidad,Year,Month
2016-01-01,3179404653.8399997,2469937184.97,77.68552461502112,2016,1
2016-02-01,3160515186.95,2799774567.149999,88.58601846656123,2016,2
2016-03-01,3274096258.1699996,2873125490.5100007,87.75323826660751,2016,3
2016-04-01,3256461991.3600006,2932917555.1099997,90.06454129947087,2016,4
2016-05-01,3294718018.9000006,2716543805.0000005,82.45148111057365,2016,5
2016-06-01,3283591760.44,2837028818.1699996,86.40016863088482,2016,6
2016-07-01,3337634640.48,3126183854.3100004,93.66465149883541,2016,7
2016-08-01,3314348964.47,3008924337.52,90.78477763735296,2016,8
2016-09-01,3359480091.72,2779250080.94,82.72857719234374,2016,9
2016-10-01,3363639470.18,2996388153.1800003,89.08172768645902,2016,10
2016-11-01,3367714014.5299993,2969236879.3,88.16772643072512,2016,11
2016-12-01,3384694766.9399996,2766803404.8299994,81.74454700774638,2016,12
2017-01-01,3381768685.540001,2760351569.3300004,81.6244937488747,2017,1
2017-02-01,3414345451.3800006,2822554872.87,82.66752480271695,2017,2
2017-03-01,3435788994.7200003,3421313040.1400003,99.57867160636913,2017,3
2017-04-01,3506261655.5,2784967733.62,79.42840572811893,2017,4
2017-05-01,3544386655.3600006,3259579835.1,91.96456685025316,2017,5
2017-06-01,3553271306.1900005,3159992684.3599997,88.93192813211625,2017,6
2017-07-01,3599564488.1700006,3380326794.2499995,93.90932723554398,2017,7
2017-08-01,3581714111.44,3281394489.4500003,91.6151984037258,2017,8
2017-09-01,3608146259.1600003,2968108852.85,82.26132311889693,2017,9
2017-10-01,3605597653.82,3590999468.1499996,99.5951243851478,2017,10
2017-11-01,3999778450.8800006,3247271779.19,81.18629116759105,2017,11
2017-12-01,4072453536.6399994,3039306422.5699997,74.63084342707066,2017,12
2018-01-01,4047479833.7899995,3343823124.31,82.61494217696679,2018,1
2018-02-01,4073365101.9100003,3287380706.2299995,80.70429789582444,2018,2
2018-03-01,4084110435.8700004,3602503409.319999,88.20778639284251,2018,3
2018-04-01,4161883396.44,3492104896.8899994,83.90684130836253,2018,4
2018-05-01,4143137524.39,3428517538.31,82.75171939446508,2018,5
2018-06-01,4188784873.3900003,3641234408.77,86.92817890700447,2018,6
2018-07-01,4194079945.8399997,3742332364.9399996,89.2289229882688,2018,7
2018-08-01,4177635566.2199993,3841326486.0,91.94977458207782,2018,8
2018-09-01,4261789054.200001,3448294600.36,80.91190240778575,2018,9
2018-10-01,4260792550.39,3954974824.0600004,92.82251546600158,2018,10
2018-11-01,4298131079.329999,3918413377.7799997,91.16551602215932,2018,11
2018-12-01,4297636215.170001,3103493979.5799994,72.21397587411282,2018,12
2019-01-01,4304522851.68,3653944586.7300005,84.8861700270429,2019,1
2019-02-01,4334386692.160001,3467408127.9500003,79.99766458820613,2019,2
2019-03-01,4358933841.18,4108687174.25,94.25899368864346,2019,3
2019-04-01,4373649111.339999,3648066741.96,83.41013760114618,2019,4
2019-05-01,4379651734.16,4169564415.01,95.20310444980407,2019,5
2019-06-01,4374922588.98,3777713343.68,86.34926142912079,2019,6
2019-07-01,4408878490.03,4469727170.410001,101.38013965496215,2019,7
2019-08-01,4429619369.059999,4435796630.879999,100.13945355809004,2019,8
2019-09-01,4420958664.020001,3979044858.19,90.00411812427654,2019,9
2019-10-01,4673777408.990001,4466523707.359999,95.5656060720532,2019,10
2019-11-01,5086945316.4400015,4095419531.7400002,80.5084245451669,2019,11
2019-12-01,5034608189.98,3757380533.3799996,74.63104161428153,2019,12
2020-01-01,5124309462.450001,4407891696.39,86.01923300476331,2020,1
2020-02-01,5076739372.22,4238265887.64,83.48401556384516,2020,2
2020-03-01,5117906539.36,3244465828.3699994,63.39439384869509,2020,3
2020-04-01,4753945735.43,1831270095.56,38.52105592859401,2020,4
2020-05-01,5048843008.74,2879907894.13,57.040947582339584,2020,5
2020-06-01,5045558895.18,3731781607.1700006,73.96170939031065,2020,6
2020-07-01,5000727707.97,5030785447.81,100.60106731650467,2020,7
2020-08-01,4963281035.92,4451751968.760001,89.69373155664596,2020,8
2020-09-01,5016065116.52,4563721371.1,90.9820998150474,2020,9
2020-10-01,5012759727.569999,5169497470.679999,103.1267755014857,2020,10
2020-11-01,4964861455.57,4787467246.85,96.42700586295346,2020,11
2020-12-01,5070839845.059999,5323577198.11,104.98413203280748,2020,12
2021-01-01,4890313679.72,3807965520.2900004,77.86751054603167,2021,1
2021-02-01,4753025325.06,4949793040.360002,104.13984150815601,2021,2
2021-03-01,4808458423.12,4985550025.570001,103.6829184505061,2021,3
2021-04-01,4794035659.77,4363414187.909999,91.01755801539738,2021,4
2021-05-01,4875934953.899999,5168525816.700001,106.00071300307184,2021,5
2021-06-01,4881914340.57,4504770637.990001,92.27467595148413,2021,6
2021-07-01,5173492231.8,4766192386.410001,92.12717779131006,2021,7
2021-08-01,5106319989.12,5803563581.989999,113.6545221285703,2021,8
2021-09-01,5097315252.590001,5057953273.19,99.22778997473226,2021,9
2021-10-01,5796105239.38,5390944469.409999,93.00977547444703,2021,10
2021-11-01,5802248211.98,5372050573.570001,92.58567329950203,2021,11
2021-12-01,8070734161.91,4785616419.13,59.29592430036684,2021,12
2022-01-01,5897001834.12,4903697936.83,83.15578110315734,2022,1
